cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
12-0016-00-297268-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Técnico I En Comunicación,Contratado,False,2012-03-07,2012-03-01,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0016-00-297274-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional Iii Responsable De Formacion Inicial De Maestras Y Maestros,Contratado,False,2012-03-07,2012-03-01,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0016-00-297277-1-1,Ministerio De Educacion,Servicios Generales,LP,"Contratación De Seguro Multiriesgo, Comprensiva 3-D Y Responsabilidad Civil Para El Ministerio De Educación",Desierto,False,2012-03-22,2012-03-01,Rurik Sergio Blanco Iriarte (Telf: 2441752-2443865),2012-03-23,La Paz,NB-SABS (D.S.0181)
12-0016-00-304256-0-E,Ministerio De Educacion,Arrendamiento de inmuebles,CD,Arrendamiento De Un Inmueble Para Oficinas Y Deposito De Bienes Del Ministerio De Educacion,Contratado,False,,2012-03-01,Elena Condori Chura (Telf: 2441752-2443865),2012-03-01,La Paz,NB-SABS (D.S.0181)
12-0020-00-302271-0-E,Ministerio De Defensa ,Servicios Generales,CD,Medios De Comunicacion Televisiva,Contratado,False,,2012-03-01,Sergio Saenz Lanza (Telf: 2432525  int 4209),2012-03-01,La Paz,NB-SABS (D.S.0181)
12-0035-07-297093-1-1,Registro Unico Para La Administracion Tributaria Municipal - Ruat,Consultoria,ANPE,Consultoria Individual De Linea - Consultor En Desarrollo De Software  (2 Vacancias),Contratado,False,2012-03-07,2012-03-01,Esther Marlene Perez Guisbert (Telf: 2112727 int 123),2012-03-21,La Paz,NB-SABS (D.S.0181)
12-0035-07-297115-1-1,Registro Unico Para La Administracion Tributaria Municipal - Ruat,Consultoria,ANPE,Consultoria Individual De Linea - Consultor En Archivo (1 Vacancia),Contratado,False,2012-03-07,2012-03-01,Esther Marlene Perez Guisbert (Telf: 2112727 int 123),2012-03-12,La Paz,NB-SABS (D.S.0181)
12-0035-07-297263-1-1,Registro Unico Para La Administracion Tributaria Municipal - Ruat,Consultoria,ANPE,Consultoria Individual De Linea- Consultor En Gestion De Provincias (1 Vacancia),Contratado,False,2012-03-08,2012-03-01,Esther Marlene Perez Guisbert (Telf: 2112727 int 123),2012-03-13,La Paz,NB-SABS (D.S.0181)
12-0046-17-289660-1-2,Caja De Salud Cordes Tarija,Bienes,ANPP,Contratacion De Materiales De Construccion Para La Refuncionalizacion De Ambientes Para El Funcionamiento De La Clinica De La Caja De Salud Cordes Tarija,Anulado desde la convocatoria,False,2012-03-13,2012-03-01,Gerson Marcelo Garcia Aparicio (Telf: 6644051),2012-03-05,Tarija,NB-SABS (D.S.0181)
12-0046-21-296991-1-1,Seguro Social Universitario - Cochabamba,Bienes,LP,Adquisicion De Productos Farmaceuticos - Medicamentos,Contratado,False,2012-03-22,2012-03-01,Lenny Karina Rudon Pozo (Telf: 4226772),2012-04-18,Cochabamba,NB-SABS (D.S.0181)
12-0046-22-297139-1-1,Seguro Social Universitario Sucre,Servicios Generales,ANPE,"Seguro De Multiriesgo, Responsabilidad Civil, Comprensiva 3-D Y Automotores.",Contratado,False,2012-03-13,2012-03-01,Sandra  Rios Valda  (Telf: 6453136),2012-03-14,Chuquisaca,NB-SABS (D.S.0181)
12-0047-00-297234-1-1,Ministerio De Desarrollo Rural Y Tierras,Consultoria,ANPE,Consultor Individual Por Producto Caracterizacion De Los Mercados Agropecuarios Mayoristas  La Paz El Alto,Contratado,False,2012-03-07,2012-03-01,Hugo Altamirano Ibarra (Telf: 2141750),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0047-00-297283-1-1,Ministerio De Desarrollo Rural Y Tierras,Consultoria,ANPE,Consultor Individual Por Producto Caracterizacion De Los Mercados Agropecuarios Mayoristas  Cochabamba Y Quillacollo,Contratado,False,2012-03-07,2012-03-01,Hugo Altamirano Ibarra (Telf: 2141750),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0047-08-294303-1-2,Unidad De Gerencia De Proyecto - Proyecto Apoyo A La Valorización De La Economía Campesina De Camelidos -  Vale,Consultoria,ANPP,5 Tecnicos De Enlace Zonal Y 1 Tecnico De Enlace Administrativo La Paz,Contratado,False,2012-03-13,2012-03-01,Yvan  Reynaga  Fernandez  (Telf: 2113396),2012-03-15,La Paz,NB-SABS (D.S.0181)
12-0047-08-294305-1-2,Unidad De Gerencia De Proyecto - Proyecto Apoyo A La Valorización De La Economía Campesina De Camelidos -  Vale,Consultoria,ANPP,5 Tecnicos De Enlace Zonal Y 1 Tecnico De Enlace Administrativo Oficina De Enlace Departamental Potosi,Contratado,False,2012-03-13,2012-03-01,Yvan  Reynaga  Fernandez  (Telf: 2113396),2012-03-15,La Paz,NB-SABS (D.S.0181)
12-0047-08-294327-1-2,Unidad De Gerencia De Proyecto - Proyecto Apoyo A La Valorización De La Economía Campesina De Camelidos -  Vale,Consultoria,ANPP,5 Tecnicos De Enlace Zonal Y 2 Tecnicos De Enlace Adminsitrativos Oficina De Enlace Departamental Oruro,Contratado,False,2012-03-13,2012-03-01,Yvan  Reynaga  Fernandez  (Telf: 2113396),2012-03-15,La Paz,NB-SABS (D.S.0181)
12-0047-08-307035-0-E,Unidad De Gerencia De Proyecto - Proyecto Apoyo A La Valorización De La Economía Campesina De Camelidos -  Vale,Consultoria,EX,Consultoria En Producto: Capacitación En Genero,Contratado,False,,2012-03-01,Yvan  Reynaga  Fernandez  (Telf: 2113396),2012-03-01,La Paz,NB-SABS (D.S.0181)
12-0047-15-297245-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Consultoria,ANPE,Contratacion De Consultores De Linea Para Desarrollar Actividades Del Programa Probupa Mip-Papa De La Distrital-Senasag-Potosi (2 Cargos),Anulado desde la convocatoria,False,2012-03-12,2012-03-01,Jesus Antonio Chappy Yuco (Telf: 3-46281085),2012-03-08,Beni,NB-SABS (D.S.0181)
12-0047-15-297275-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Consultoria,OF,Tecnico De Sistemas,Contratado,False,2012-03-12,2012-03-01,Jesus Antonio Chappy Yuco (Telf: 3-46281085),2012-03-27,Beni,Normativa del Financiador (BID)
12-0047-34-312165-0-E,Empresa De Apoyo A La Produccion De Alimentos - Emapa,Bienes muebles y de consumo,CD,"Gat/Uat/Com-012/12 Adquisición De Breques, Roletes, Cepillo, Cedazos",Contratado,False,,2012-03-01,Oscar Felipe Navarro Venegas (Telf: 2433878),2012-03-01,La Paz,NB-SABS (D.S.0181)
12-0050-00-291599-2-1,Ministerio De Transparencia Inst. Y Lucha Contra La Corrupción,Consultoria,ANPE,Consultor Abogado Especialista En Materia Administrativa,Contratado,False,2012-03-08,2012-03-01,Rosse Mery Camargo Castelo (Telf: 2115773),2012-03-23,La Paz,NB-SABS (D.S.0181)
12-0051-00-297159-1-1,Ministerio De Autonomías ,Consultoria,ANPE,Consultores Individuales De Línea Direccion Departamental De Autonomias Tarija: n1 Profesional Iii En Comunicaciónn1 Tecnico I Enlace Administrativo n1 Tecnico I Enlace Juridico n1 Chofer  Mensajero,Contratado,False,2012-03-07,2012-03-01,Soraya Julia Duran Tapia (Telf: 2-110930),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0051-00-297235-1-1,Ministerio De Autonomías ,Consultoria,ANPE,Consultor Individual De Línea Direccion Departamental De Autonomias Pando: n1 Tecnico I Enlace Juridico,Desierto,False,2012-03-07,2012-03-01,Soraya Julia Duran Tapia (Telf: 2-110930),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0052-00-297279-1-1,Ministerio De Culturas ,Consultoria,ANPE,Consultor De Linea - Coordinador General Del Viceministerio De Descolonizacion,Desierto,False,2012-03-07,2012-03-01,Gretchen Mercedes Sanzetenea Hube (Telf: 2200910),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0070-00-297133-1-1,"Ministerio De Trabajo, Empleo Y Previsión Social ",Consultoria,ANPE,"Consultoria Individual De Línea  ""Profesional En Coordinación Integral De Asuntos Administrativos""",Desierto,False,2012-03-07,2012-03-01,Luz Narda Maceres Ochoa (Telf: 2408393 INT 217),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0070-00-297140-1-1,"Ministerio De Trabajo, Empleo Y Previsión Social ",Consultoria,ANPE,Consultoria Individual De Línea  Profesional En Gestión Juridica,Contratado,False,2012-03-07,2012-03-01,Luz Narda Maceres Ochoa (Telf: 2408393 INT 217),2012-03-09,La Paz,NB-SABS (D.S.0181)
12-0070-00-308812-0-E,"Ministerio De Trabajo, Empleo Y Previsión Social ",Servicios Generales,EX,Servicio De Fotocopias Y Anillados Para El Mteps-Dgsc-Dgc-Dge,Contratado,False,,2012-03-01,Luz Narda Maceres Ochoa (Telf: 2408393 INT 217),2012-03-14,La Paz,NB-SABS (D.S.0181)
12-0086-00-297241-1-1,Ministerio De Medio Ambiente Y Agua ,Consultoria,ANPE,Consultoria Individual De Linea- nInspector Ambiental 1 Multisector,Contratado,False,2012-03-07,2012-03-01,Jorge Alberto Galdo Llano (Telf: 2115571),2012-03-12,La Paz,NB-SABS (D.S.0181)
12-0087-00-325055-0-E,Ministerio De Comunicación,Servicios Generales,CD,Solicitud De Espacios Televisivos Transmisiones De Eventos Gubernamentales De Fecha 01/03 Al 04/03 Del 2012,Contratado,False,,2012-03-01,Herlan Rios Zambrana (Telf: 2200402),2012-03-01,La Paz,NB-SABS (D.S.0181)
12-0087-00-374459-0-E,Ministerio De Comunicación,Servicios Generales,CD,Contratación De Espacios Televisivos Transmisión De Eventos Gubernamentales El 01 De Marzo,Contratado,False,,2012-03-01,Herlan Rios Zambrana (Telf: 2200402),2012-03-01,La Paz,NB-SABS (D.S.0181)
12-0143-00-297270-1-1,Universidad Autonoma Tomas Frias,Bienes,LP,Adquisicion De Buses Y Vagonetas Equipamiento  Practicas Academicas Universidad Autonoma Tomas Frias,Cancelado,False,2012-03-21,2012-03-01,Victor Hugo Cardenas Paz (Telf: 62-27332),,Potosi,NB-SABS (D.S.0181)
12-0145-00-297220-1-1,Universidad Autonoma Juan Misael Saracho,Servicios Generales,ANPE,Seguros Para El Parque Automotor De La U.A.J.M.S.,Desierto,False,2012-03-14,2012-03-01,Andrea Lema Majluf (Telf: 46643112),2012-03-21,Tarija,NB-SABS (D.S.0181)
12-0146-00-297233-1-1,Universidad Autonoma Gabriel Rene Moreno,Bienes,LP,Provision E Instalacion De Un Equipo Transmisor Para El Proyecto Fortalecimiento De Canal 11,Desierto,False,2012-03-23,2012-03-01,Maria Griselda Anez Rocha (Telf: 3398516),2012-03-28,Santa Cruz,NB-SABS (D.S.0181)
