cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
15-1208-00-1025046-0-E,Gobierno Autonomo Municipal De Tiahuanacu,Obras,CD,"Mano De Obra Calificada Para El Proyecto: ""Const. Casa Cultural Achaca""",Contratado,False,,2020-02-01,Walter Gutierrez Mamani (Telf: 2895102),2015-12-04,La Paz,NB-SABS (D.S.0181)
15-1208-00-1025142-0-E,Gobierno Autonomo Municipal De Tiahuanacu,Bienes,CM,Const. Muro Perimetral U.E. Ingenio Limitada Guaraya (Adquisicion De Materiales De Construccion),Contratado,False,,2020-02-01,Walter Gutierrez Mamani (Telf: 2895102),2015-11-10,La Paz,NB-SABS (D.S.0181)
18-0025-26-842571-0-E,Unidad Ejecutora Del Fondo Nacional De Solidaridad Y Equidad,Consultoria,CM,"Contratacion De Servicio De Consultora Individual En Linea Profesional En Evaluacion, Ejecucion Y Seguimiento De Progaramas Y Proyectos Para La Ue-Fnse",Contratado,False,,2020-02-01,Miguel Mejia Ali (Telf: 2442603 224),2018-04-25,La Paz,NB-SABS (D.S.0181)
18-0025-26-842596-0-E,Unidad Ejecutora Del Fondo Nacional De Solidaridad Y Equidad,Consultoria,CM,Contratacion De Servicio De Consultoria Individual En Linea Jefe De Coordinacion Interinstitucional Y Gestion Social Para La Ue-Fnse,Contratado,False,,2020-02-01,Miguel Mejia Ali (Telf: 2442603 224),2018-04-25,La Paz,NB-SABS (D.S.0181)
18-0025-26-842608-0-E,Unidad Ejecutora Del Fondo Nacional De Solidaridad Y Equidad,Consultoria,CM,Contratacion De Servicio De Consultoria Individual En Linea Profesional En Evaluacion Ejecucion Y Seguimiento De Programas Y Proyectos Para La Ue-Fnse,Contratado,False,,2020-02-01,Miguel Mejia Ali (Telf: 2442603 224),2018-04-25,La Paz,NB-SABS (D.S.0181)
18-0025-26-844126-0-E,Unidad Ejecutora Del Fondo Nacional De Solidaridad Y Equidad,Consultoria,CM,Contratacion De Servicio De Consultoria Individual En Linea Jefe Legal Para La Ue-Fnse,Contratado,False,,2020-02-01,Miguel Mejia Ali (Telf: 2442603 224),2018-05-02,La Paz,NB-SABS (D.S.0181)
18-0025-26-844130-0-E,Unidad Ejecutora Del Fondo Nacional De Solidaridad Y Equidad,Consultoria,CM,Contratacion De Servicio De Consultoria Individual En Linea Tecnico Juridico Para La Ue-Fnse,Contratado,False,,2020-02-01,Miguel Mejia Ali (Telf: 2442603 224),2018-05-02,La Paz,NB-SABS (D.S.0181)
20-0294-00-1023704-1-1,"Universidad Indigena Boliviana Aymara - ""Tupak Katari""",Bienes,ANPP,"Compra De Carne, Leche Y Queso Para El Internado Unibol-A-Tk- Correspondiente Al Semestre I/2020",Contratado,False,2020-02-13,2020-02-01,Viljar Palenque Oroz (Telf: 68216948),2020-02-13,La Paz,NB-SABS (D.S.0181)
20-0670-00-1025128-0-E,Organo Electoral Plurinacional,Servicios Generales,CM,Servicio De Alquiler De Tres Vehiculos Tipo Camioneta Mas El Servicio De Chofer Para Brigadas De Empadronamiento Moviles Para La Ciudad De La Paz En El Proceso De Empadronamiento Biometrico En Miras A Las Elecciones Generales 2020,Contratado,False,,2020-02-01,Jhonny Reynaldo Quenta Chavez (Telf: 2424221),2020-01-17,La Paz,NB-SABS (D.S.0181)
20-0670-00-1025130-0-E,Organo Electoral Plurinacional,Servicios Generales,CM,Servicio De Alquiler De Dos Vehiculos Tipo Camioneta Mas El Servicio De Chofer Para Brigadas De Empadronamiento Moviles Para La Ciudad De El Alto En El Proceso De Empadronamiento Biometrico En Miras A Las Elecciones Generales 2020,Contratado,False,,2020-02-01,Jhonny Reynaldo Quenta Chavez (Telf: 2424221),2020-01-17,La Paz,NB-SABS (D.S.0181)
20-0670-00-1025132-0-E,Organo Electoral Plurinacional,Servicios Generales,CM,"Servicio De Alquiler De Dos Vehiculos Tipo Camioneta Mas El Servicio De Chofer Para El Empadronamiento Biometrico En Las Provincias De Pacajes, Aroma, Gualberto Villarroel, Murillo, Ingavi, Omasuyos Y Camacho Del Departamento De La Paz En Miras A Las Elecciones Generales 2020",Contratado,False,,2020-02-01,Jhonny Reynaldo Quenta Chavez (Telf: 2424221),2020-01-17,La Paz,NB-SABS (D.S.0181)
20-0670-00-1025133-0-E,Organo Electoral Plurinacional,Servicios Generales,CM,"Servicio De Alquiler De Tres Vehiculos Tipo Camioneta Mas El Servicio De Chofer Para El Empadronamiento Biometrico En Las Provincias De Camacho, Bautista Saavedra, Franz Tamayo, Nor Yungas , Caranavi, Sud Yungas E Ingavi Del Departamento De La Paz En Miras A Las Elecciones Generales 2020",Contratado,False,,2020-02-01,Jhonny Reynaldo Quenta Chavez (Telf: 2424221),2020-01-17,La Paz,NB-SABS (D.S.0181)
