cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
18-0517-00-842011-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-18-87 Adquisición De Motor Eléctrico De Inducción Trifásico Jaula De Ardilla De 75 Hp,Contratado,False,,2018-05-01,Evelyn Helen Condori Duran (Telf: 2682100 - 2682107-2901106),2018-03-26,La Paz,NB-SABS (D.S.0181)
18-0517-00-842012-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-18-86 Adquisición De Motor Eléctrico De Inducción Trifásico Jaula De Ardilla De 50 Hp,Contratado,False,,2018-05-01,Evelyn Helen Condori Duran (Telf: 2682100 - 2682107-2901106),2018-03-26,La Paz,NB-SABS (D.S.0181)
18-0517-00-842013-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-18-95 Adquisición De Planchas De Acero Astm A 36 Para Maestranza,Contratado,False,,2018-05-01,Evelyn Helen Condori Duran (Telf: 2682100 - 2682107-2901106),2018-03-29,La Paz,NB-SABS (D.S.0181)
18-0517-00-842014-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-18-67 Adquisición De Material Eléctrico Para Línea De Media Tensión,Contratado,False,,2018-05-01,Evelyn Helen Condori Duran (Telf: 2682100 - 2682107-2901106),2018-04-11,La Paz,NB-SABS (D.S.0181)
18-0517-00-842016-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-18-68 Adquisición De Material De Escritorio Y Material Promocional,Contratado,False,,2018-05-01,Evelyn Helen Condori Duran (Telf: 2682100 - 2682107-2901106),2018-03-27,La Paz,NB-SABS (D.S.0181)
18-0905-06-842010-1-1,Servicio Departamental De Caminos - Potosi,Bienes,ANPE,Adquisición De Accesorios De Seguridad Para El Personal Del Sedeca - Potosí,Contratado,False,2018-05-08,2018-05-01,Danitza Miriam Melo Coronado (Telf: 6226190),2018-05-14,Potosi,NB-SABS (D.S.0181)
18-1539-00-842009-1-1,Gobierno Autonomo Municipal De Ckochas,Consultoria,ANPE,Operador Tractor Oruga (Consultor Individual En Linea),Desierto,False,2018-05-08,2018-05-01,Eder Sixto Gareca Prada (Telf: 67900181-67900180),2018-05-10,Potosi,NB-SABS (D.S.0181)
16-1734-00-842290-0-E,Gobierno Autonomo Municipal De Montero,Consultoria,CM,Contratacion De Auxiliar De Farmacia T/C Para El Centro De Salud Villa Cochabamba Sg/Of Nº1229/2016 Para La Gestion 2017,Contratado,False,,2018-05-02,Cinthia Mendez Salas (Telf: 9220022 -),2016-12-22,Santa Cruz,NB-SABS (D.S.0181)
17-0292-00-813712-0-E,Vias Bolivia,Bienes,CM,"Compra De  Caseta De Madera De Cobro De Peaje 1.5x3m Para Las Estaciones De Okinawa, Guabira, San Ramon, Y Robore De La Regional Santa Cruz",Contratado,False,,2018-05-02,Alex Remy Justiniano Lozano (Telf: 2118200),2017-11-24,La Paz,NB-SABS (D.S.0181)
17-0411-00-841877-0-E,Corporacion Del Seguro Social Militar - Cossmil,Servicios Generales,CM,"Contratacion De Servicios Medicos Recurrentes Gestion 2018 - Licenciado En Fisioterapia A Tiempo Completo Para La Agencia Regional ""Cossmil"" Puerto Suarez",Contratado,False,,2018-05-02,Agelica Callisaya Pacari (Telf: 2900071),2017-10-16,La Paz,NB-SABS (D.S.0181)
