cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
17-0065-01-760130-1-1,Servicio Nacional De Areas Protegidas Sernap,Bienes,ANPE,Adquisicion De Botines De Trabajo Para Las 22 Areas Protegidas - Sernap,No Informado,False,2017-07-07,2017-07-01,Juan Marcelo Cari Lujan (Telf: 2426272),2017-07-11,La Paz,NB-SABS (D.S.0181)
17-0129-00-760127-0-E,Escuela De Gestión Pública Plurinacional,Consultoria,CM,Servicio De Consultoría Individual Por Producto: Evaluación De Resultados De La Egpp,Contratado,False,,2017-07-01,Lazaro Delfin Mollinedo Cahuaza (Telf: 2200131),2017-06-08,La Paz,NB-SABS (D.S.0181)
17-0340-00-730152-0-E,Servicio General De Identificacion Personal,Consultoria,CM,Consultor Individual De Linea - Tecnico De Soporte,Contratado,False,,2017-07-01,Scarleth Diez Herrera (Telf: 2117405),2017-01-25,La Paz,NB-SABS (D.S.0181)
17-0587-00-760125-0-E,Empresa Estrategica Boliviana De Construccion Y Conservacion De Infraestructura Civil,Servicios Generales,CD,Compra Equipo Photofinish,Contratado,False,,2017-07-01,Luis Alberto Montenegro Pacheco (Telf: 2244624),2017-06-23,La Paz,NB-SABS (D.S.0181)
17-0587-00-760126-0-E,Empresa Estrategica Boliviana De Construccion Y Conservacion De Infraestructura Civil,Servicios Generales,CD,Alquiler Camion Cisterna Aguatero,Contratado,False,,2017-07-01,Luis Alberto Montenegro Pacheco (Telf: 2244624),2017-05-19,La Paz,NB-SABS (D.S.0181)
17-0908-00-760123-1-1,Gobierno Autónomo Departamental Del Beni,Bienes,ANPE,"Adquisición Buzos  Para Los Vi Juegos Deportivos Estudiantiles Plurinacionales  ?Presidente Evo? Nivel Primario,  Ii Fase Departamental,  Sede Riberalta",Contratado,False,2017-07-10,2017-07-01,Yina Veronica Almaraz Arteaga (Telf: 46-24830),2017-07-10,Beni,NB-SABS (D.S.0181)
17-0908-00-760124-1-1,Gobierno Autónomo Departamental Del Beni,Bienes,ANPE,"Adquisición Uniformes De Salida  Y Competencia Para Los Vi Juegos Deportivos Estudiantiles Plurinacionales  ?Presidente Evo? Nivel Primario,  Ii Fase Departamental,  Sede Riberalta",Contratado,False,2017-07-11,2017-07-01,Yina Veronica Almaraz Arteaga (Telf: 46-24830),2017-07-12,Beni,NB-SABS (D.S.0181)
17-1201-00-760131-0-E,Gobierno Autonomo Municipal De La Paz,Bienes,CM,"Adquisicion De Mallas, Cañeria De Fg Y Otros D-15 Gestion 2017",Contratado,False,,2017-07-01,Paula Linares Rojas (Telf: 2203034),2017-06-12,La Paz,NB-SABS (D.S.0181)
17-1202-00-740234-2-1,Gobierno Autonomo Municipal De Palca,Bienes,ANPP,Adquisicion De Volqueta (Cap.6m3) D-1 Ovejuyo,Contratado,False,2017-07-13,2017-07-01,Papias Luiggi Reynaldo Arias Coronel (Telf: 67004303-68222057),2017-07-31,La Paz,NB-SABS (D.S.0181)
17-1201-00-749721-0-E,Gobierno Autonomo Municipal De La Paz,Obras,CD,Asfaltado Calle 38 - Lomas De Chasquipampa,Contratado,False,,2017-07-02,Roberto Quiroz Mamani (Telf: 2203034),2017-04-12,La Paz,NB-SABS (D.S.0181)
16-1205-07-760152-0-E,Hospital Municipal Corea,Bienes,CM,Servicios De Imprenta Y Servicios (Servicios De Imprenta),Contratado,False,,2017-07-03,Gustavo Reynaldo Beltran Ibañez (Telf: 2852644),2016-07-28,La Paz,NB-SABS (D.S.0181)
16-1205-07-760186-0-E,Hospital Municipal Corea,Bienes,CM,"Otros Repuestos Y Accesorios (Adquisicion De Reguladores De Alta Y Baja Presion, Humificadores)",Contratado,False,,2017-07-03,Gustavo Reynaldo Beltran Ibañez (Telf: 2852644),2016-09-02,La Paz,NB-SABS (D.S.0181)
16-1205-07-760215-0-E,Hospital Municipal Corea,Bienes,CM,Alimentacion Hospitalaria Y Otros Especificos (Adquisicion De Carne Y Derivados),Contratado,False,,2017-07-03,Gustavo Reynaldo Beltran Ibañez (Telf: 2852644),2016-10-07,La Paz,NB-SABS (D.S.0181)
16-1205-07-760251-0-E,Hospital Municipal Corea,Bienes,CM,Material De Limpieza (Adquisicion Material De Limpieza),Contratado,False,,2017-07-03,Gustavo Reynaldo Beltran Ibañez (Telf: 2852644),2016-12-22,La Paz,NB-SABS (D.S.0181)
16-1205-07-760296-0-E,Hospital Municipal Corea,Bienes,CM,Productos Quimicos Y Farmaceuticos (Adquisicion De Antibioticos Para Uso Sistemico),Contratado,False,,2017-07-03,Gustavo Reynaldo Beltran Ibañez (Telf: 2852644),2016-10-20,La Paz,NB-SABS (D.S.0181)
16-1205-07-760383-0-E,Hospital Municipal Corea,Bienes,CM,Otros Repuestos Y Accesorios (Adquisicion De Accesorios Para El Funcionamiento De Equipos Medicos),Contratado,False,,2017-07-03,Gustavo Reynaldo Beltran Ibañez (Telf: 2852644),2016-07-27,La Paz,NB-SABS (D.S.0181)
16-1311-00-759883-0-E,Gobierno Autonomo Municipal De Morochata,Consultoria,CM,Supervision Const. Sistema De Riego Waño Orkho-Palma Rancho-Laguna,Contratado,False,,2017-07-03,Hugo Esteban Navia Villca (Telf: 4364786 - 44136523),2016-12-01,Cochabamba,NB-SABS (D.S.0181)
16-1426-00-759163-0-E,Gobierno Autonomo Municipal De Salinas De G. Mendoza,Obras,CD,Construcción Cancha Polifuncional Y Tinglado Rodeo Municipio De Salinas De Garci Mendoza,Contratado,False,,2017-07-03,Bladimir Paca Choque (Telf: 72302501),2016-07-14,Oruro,D.S. 2511 Programa Bolivia Cambia
16-1426-00-760267-0-E,Gobierno Autonomo Municipal De Salinas De G. Mendoza,Obras,CD,Construcción Cancha Polifuncional Y Tinglado Lipipujio Municipio De Salinas De Garci Mendoza,Contratado,False,,2017-07-03,Bladimir Paca Choque (Telf: 72302501),2016-07-14,Oruro,D.S. 2511 Programa Bolivia Cambia
16-1426-00-760345-0-E,Gobierno Autonomo Municipal De Salinas De G. Mendoza,Obras,EX,Construcción Salón De Actos U.E. Ladislao Cabrera,Contratado,False,,2017-07-03,Bladimir Paca Choque (Telf: 72302501),2016-07-27,Oruro,NB-SABS (D.S.0181)
16-1606-00-760120-0-E,Gobierno Autonomo Municipal De Villamontes,Servicios Generales,CM,"Apoyo Al Transporte Escolar Rural Distrito 5 Ruta 11: Mistolar - Km1 - Km2 - Km4 Sur - Campo Redondo - La Rinconada - U.E. Mision Sueca Capirendita, Capirendita Y Viceversa",Contratado,False,,2017-07-03,Heinor Chuquimia Costano (Telf: 6722379 / 6722993),2016-07-28,Tarija,NB-SABS (D.S.0181)
16-1606-00-760353-0-E,Gobierno Autonomo Municipal De Villamontes,Servicios Generales,CM,"Apoyo Al Transporte Escolar Rural Distrito 5 Ruta 9: Quebracho Ii - Km3 - Tuscal - Rodriguez - La Gracia - Triangulo - U.E. Mision Sueca Capirendita, Capirendita Y Viceversa",Contratado,False,,2017-07-03,Heinor Chuquimia Costano (Telf: 6722379 / 6722993),2016-07-28,Tarija,NB-SABS (D.S.0181)
