cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
18-1402-00-994433-0-E,Gobierno Autonomo Municipal De Caracollo,Obras,CD,Const. Centro De Capacitacion Productiva Chillcani (Fase Ii),Contratado,False,,2019-11-01,Rene Freddy Nina Antonio (Telf: 25290005),2018-11-27,Oruro,NB-SABS (D.S.0181)
19-0015-00-998747-1-1,Ministerio De Gobierno,Bienes,LP,Compra De Equipamiento Para Centros Penitenciarios Del  Ministerio De Gobierno- Detector De Trazas,Cancelado,False,2019-11-22,2019-11-01,Orietta Sandra Aramayo Mercado (Telf: 2440466),,La Paz,NB-SABS (D.S.0181)
19-0020-00-998768-0-E,Ministerio De Defensa ,Servicios Generales,CM,"Consultoria Por Producto Para El Trabajo De Composicion De Las Cuentas Contables: Haberes Impagos, Fondos En Custodia Y Retenciones Locales Y Del Interior Del Pais, Correspondiente A Gestiones Pasadas",Contratado,False,,2019-11-01,Jose Ignacio Quispe Lliulli (Telf: 2432525  int 4209),2019-07-30,La Paz,NB-SABS (D.S.0181)
19-0020-00-998842-0-E,Ministerio De Defensa ,Bienes,CM,Adquisicion De Prendas De Vestir (Overoles Multicam) Para  El Personal De La Fuerza De Tarea Conjunta Charaña,Contratado,False,,2019-11-01,Wendy Yenny Rios Melgar (Telf: 2432525  int 4209),2019-09-12,La Paz,NB-SABS (D.S.0181)
19-0046-00-998841-0-E,Ministerio De Salud,Servicios Generales,CM,Servicio De Reingeneria Y Rediseño De La Base De Datos De Los Sistemas Administrativos Del Ministerio De Salud Para El Area De Sistemas E Informatica,Contratado,False,,2019-11-01,Danny David Ontiveros Soliz (Telf: 2484592),2019-09-23,La Paz,NB-SABS (D.S.0181)
19-0046-00-998881-1-1,Ministerio De Salud,Bienes,ANPE,Adquisicion De Instrumental Quirurgico Para La Confeccion De Fistulas Arterio-Venosas Para El Programa Nacional De Salud Renal,Desierto,False,2019-11-07,2019-11-01,Ana Maria Pamuri Poroso (Telf: 2484592),2019-11-27,La Paz,NB-SABS (D.S.0181)
19-0046-10-998792-0-E,Caja De Salud Cordes La Paz,Bienes,CM,Servidor,Contratado,False,,2019-11-01,Jhony Eugenio Aguirre Ledezma (Telf: 2441611-2442192),2019-10-31,La Paz,NB-SABS (D.S.0181)
19-0046-28-957647-2-1,Caja De Salud Cordes Cochabamba,Bienes,LP,Adquisicion De Dos Ambulancias Para Quillacollo Y Posta Medica Ivirizu - Segunda Convocatoria,Contratado,False,2019-11-22,2019-11-01,Iver Cortez Alanis (Telf: 4532715),2019-11-28,Cochabamba,NB-SABS (D.S.0181)
19-0046-30-998813-1-1,Caja De Salud Cordes Sucre,Bienes,ANPE,Adquisicion De Analizador Automatico De Hemocultivo,Contratado,False,2019-11-08,2019-11-01,Susi Davida Navia Quispe (Telf: 6460539),2019-11-14,Chuquisaca,NB-SABS (D.S.0181)
19-0052-00-998750-1-1,Ministerio De Culturas Y Turismo,Servicios Generales,ANPE,Elaboracion De Material Promocional (Letreros) Para La Promocion Turistica Nacional E Internacional,Cancelado,False,2019-11-07,2019-11-01,Viviana Sinani Guzman (Telf: 2200910),,La Paz,NB-SABS (D.S.0181)
19-0052-00-998754-1-1,Ministerio De Culturas Y Turismo,Consultoria,OF,Auditoria Externa Del Acuerdo De Gestion Entre El Ministerio De Culturas Y Aecid Para El Proyecto Fortalecimiento Del Ministerio De Culturas Y Turismo,Anulado desde la convocatoria,False,2019-11-15,2019-11-01,Viviana Sinani Guzman (Telf: 2200910),,La Paz,Otra Normativa especifica
19-0078-15-998695-0-E,Entidad Ejecutora De Conversion A Gas Natural Vehicular - Eec-Gnv,Bienes,CM,Adquisicion De Racks Selectivos Para El Area De Almacenes Regional Cochabamba,Contratado,False,,2019-11-01,Jose Alfredo Segurondo Quenallata (Telf: 2146398 - 2146378),2019-09-05,La Paz,NB-SABS (D.S.0181)
19-0087-00-998777-0-E,Ministerio De Comunicación,Servicios Generales,CD,Derecho A La Información - Especial Esta Casa No Es Hotel,Contratado,False,,2019-11-01,Sharon Mercado Muiba (Telf: 2200402),2019-10-10,La Paz,NB-SABS (D.S.0181)
19-0087-00-998779-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Comunica Bolivia Nº 71,Contratado,False,,2019-11-01,Gabriela Astorga Morales (Telf: 2200402),2019-10-25,La Paz,NB-SABS (D.S.0181)
19-0087-00-998783-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Comunica Bolivia Nº 71,Contratado,False,,2019-11-01,Gabriela Astorga Morales (Telf: 2200402),2019-10-25,La Paz,NB-SABS (D.S.0181)
19-0087-00-998788-0-E,Ministerio De Comunicación,Servicios Generales,CD,Nuestra Identidad Cultural - Entrada Folklórica Integración Cultural Bolivia  Baila En Argentina,Contratado,False,,2019-11-01,Sharon Mercado Muiba (Telf: 2200402),2019-10-11,La Paz,NB-SABS (D.S.0181)
19-0087-00-998795-0-E,Ministerio De Comunicación,Servicios Generales,CD,Nuestra Identidad Cultural - Entrada Folklórica Integración Cultural Bolivia  Baila En Argentina,Contratado,False,,2019-11-01,Sharon Mercado Muiba (Telf: 2200402),2019-10-11,La Paz,NB-SABS (D.S.0181)
19-0087-00-998800-0-E,Ministerio De Comunicación,Servicios Generales,CD,Nuestra Identidad Cultural - Entrada Folklórica Integración Cultural Bolivia  Baila En Argentina,Contratado,False,,2019-11-01,Sharon Mercado Muiba (Telf: 2200402),2019-10-11,La Paz,NB-SABS (D.S.0181)
19-0087-00-998806-0-E,Ministerio De Comunicación,Servicios Generales,CD,Nuestra Identidad Cultural - Entrada Folklorica Integracion Cultural Bolivia  Baila En Argentina,Contratado,False,,2019-11-01,Sharon Mercado Muiba (Telf: 2200402),2019-10-11,La Paz,NB-SABS (D.S.0181)
19-0087-00-998840-0-E,Ministerio De Comunicación,Servicios Generales,CD,Derecho A La Información - Bolivia Es Grande Xxxiii,Contratado,False,,2019-11-01,Adalid Figueredo Quisberth (Telf: 2200402),2019-10-11,La Paz,NB-SABS (D.S.0181)
19-0087-00-998845-0-E,Ministerio De Comunicación,Servicios Generales,CD,Derecho A La Información - Bolivia Es Grande Xxxiii,Contratado,False,,2019-11-01,Adalid Figueredo Quisberth (Telf: 2200402),2019-10-11,La Paz,NB-SABS (D.S.0181)
19-0132-00-998854-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Consultoria,CD,"Servicio De Consultoria Por Producto Destinado A La Implementacion Y Desarrollo Del Sistema Informatico Odoo, Version Enterprise"" Para La Empresa De Cemento De Bolivia - Ecebol-Sedem/Ecebol/Cd/2019-082",Contratado,False,,2019-11-01,Jimena Maria Zambrana Cardenas (Telf: 2147001 - 214597),2019-06-18,La Paz,NB-SABS (D.S.0181)
19-0132-00-998875-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Bienes,CD,Adquisicion E Instalacion De Aire Acondicionado  Para La Distribuidora Del Subsidio De Productos Frescos En El Departamento De La Paz Y El Alto Con Codigo Interno Sedem/Eepaf/Cd/2019-080.,Contratado,False,,2019-11-01,Daniela Solange Estephanie Reque Egüez (Telf: 2147001 - 214597),2019-09-24,La Paz,NB-SABS (D.S.0181)
19-0132-00-998880-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Bienes,CD,Adquisicion De Hortalizas Tuberculos Raices  Y Frutas Para La Distribucio En Los Subsidios Prenatal De Lactancia En El Departamento De Santa Cruz Con Codigo Interno Sedem/Eepaf/Cd/2019-088,Contratado,False,,2019-11-01,Daniela Solange Estephanie Reque Egüez (Telf: 2147001 - 214597),2019-09-30,La Paz,NB-SABS (D.S.0181)
19-0132-00-998880-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Bienes,CD,Adquisicion De Hortalizas Tuberculos Raices  Y Frutas Para La Distribucio En Los Subsidios Prenatal De Lactancia En El Departamento De Santa Cruz Con Codigo Interno Sedem/Eepaf/Cd/2019-088,Contratado,False,,2019-11-01,Daniela Solange Estephanie Reque Egüez (Telf: 2147001 - 214597),2019-09-30,La Paz,NB-SABS (D.S.0181)
19-0139-00-998887-1-1,Universidad Mayor De San Andres - Umsa,Bienes,ANPP,"Adquisición De Estantes Metálicos Móviles Para Dirección Y Coordinación (Decanato, Vicedecanato Y Unidad De Administración Desconcentrada) De La Facultad De Ciencias Económicas Y Financieras",Contratado,False,2019-11-20,2019-11-01,Jamila Milenka Rada Torrico (Telf: 2441994),2019-11-21,La Paz,NB-SABS (D.S.0181)
