cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
09-0016-00-150674-1-1,Ministerio De Educacion,Consultoria,ANPE,Profesional Ii En Curriculo,Contratado,No,2009-08-07,2009-08-01,Erasmo Javier Mendoza Copa (Telf: 2441752-2443865),2009-08-14,La Paz,NB-SABS (D.S.0181)
09-0142-00-150668-1-1,Universidad Tecnica De Oruro Uto,Obras,ANPP,Implementación Sistema Electrico Edificio Centenario Fdcps,Desierto,No,2009-08-13,2009-08-01,Ingrid Ramos Gonzales (Telf: 25250100),2009-08-21,Oruro,NB-SABS (D.S.0181)
09-0212-00-150673-1-1,Instituto Nacional De Reforma Agraria Inra,Consultoria,ANPE,Contratación De  Consultores De Línea: \nAsistente Tecnico Sist   Direccion Nacional (Holanda),Contratado,No,2009-08-07,2009-08-01,Fabricio Lima SuÃ¡res (Telf: 2408757 - 2407694),2009-08-11,La Paz,NB-SABS (D.S.0181)
09-0353-00-150349-1-1,Prefectura Del Departamento De Cochabamba,Bienes,ANPE,Adquisicion De Equipos De Computacion E Impresoras Para Oficinas Del Sedes,Contratado,No,2009-08-10,2009-08-01,Martha Buitrago Garnica (Telf: 4225564-4255253),2009-08-20,Cochabamba,NB-SABS (D.S.0181)
09-0359-00-144500-2-1,Prefectura Del Departamento De Pando,Obras,ANPP,Construccion Modulo De Control Policial Humayta,Desierto,No,2009-08-14,2009-08-01,German Eduardo Lopez Castro  (Telf: 38422459),2009-08-26,Pando,NB-SABS (D.S.0181)
09-0359-00-144516-2-1,Prefectura Del Departamento De Pando,Obras,ANPP,Construccion Modulo De Control Policial Santa Crucito,Contratado,No,2009-08-14,2009-08-01,German Eduardo Lopez Castro  (Telf: 38422459),2009-09-08,Pando,NB-SABS (D.S.0181)
09-0359-00-144521-2-1,Prefectura Del Departamento De Pando,Obras,ANPP,Construccion Modulo De Control Policial Pto. Consuelo,Contratado,No,2009-08-14,2009-08-01,German Eduardo Lopez Castro  (Telf: 38422459),2009-10-13,Pando,NB-SABS (D.S.0181)
09-0359-00-150670-1-1,Prefectura Del Departamento De Pando,Obras,ANPE,Construción Polifuncional De Hormigon Reforzado C/ Graderias\nComunidad 1º De Mayo,Contratado,No,2009-08-07,2009-08-01,Oscar David Antelo Justiniano (Telf: 38422459),2009-10-13,Pando,NB-SABS (D.S.0181)
09-0359-00-150689-1-1,Prefectura Del Departamento De Pando,Consultoria,ANPP,Supervisión Técnica Para El Proyecto:\nMejoramiento Del Camino Dativiti  Gonzalo Moreno,Contratado,No,2009-08-13,2009-08-01,Oscar David Antelo Justiniano (Telf: 38422459),2009-08-24,Pando,NB-SABS (D.S.0181)
09-0359-00-150693-1-1,Prefectura Del Departamento De Pando,Obras,ANPP,Construccion Modulo De Control Policial \n27 De Mayo,Contratado,No,2009-08-13,2009-08-01,German Eduardo Lopez Castro  (Telf: 38422459),2009-10-19,Pando,NB-SABS (D.S.0181)
09-1208-00-147192-2-1,Gobierno Municipal De Tiahuanacu,Bienes,ANPE,"""Adquisicion De Equipos De Computacion Para Las Unidades Educativas""",Contratado,No,2009-08-07,2009-08-01,Juan Carlos  Escobar Guevara (Telf: ),2009-08-17,La Paz,NB-SABS (D.S.0181)
09-1208-00-147197-2-1,Gobierno Municipal De Tiahuanacu,Bienes,ANPE,"""Adqusicion De Equipos De Laboratorio De Quimica Para Las Unidades Educativas""",Contratado,No,2009-08-07,2009-08-01,Juan Carlos  Escobar Guevara (Telf: ),2009-08-17,La Paz,NB-SABS (D.S.0181)
09-1305-00-150627-1-1,Gobierno Municipal De Vinto,Obras,ANPE,Construccion De Tanque Elevado Otb Miguel Mercado,Contratado,No,2009-08-07,2009-08-01,Milton Tolaba Ballesteros (Telf: 4260150),2009-08-17,Cochabamba,NB-SABS (D.S.0181)
09-1406-00-150681-1-1,Gobierno Municipal De Huanuni (Villa Huanuni),Obras,ANPE,Construcción Alcantarillado Zona Barrio Nuevo,Contratado,No,2009-08-07,2009-08-01,Alfredo Calizaya  Ibarra (Telf: 5520585),2009-08-27,Oruro,NB-SABS (D.S.0181)
09-1406-00-150688-1-1,Gobierno Municipal De Huanuni (Villa Huanuni),Obras,ANPE,Construcción Muro Perimetral U.E.Mixto Bolivia,Contratado,No,2009-08-07,2009-08-01,Alfredo Calizaya  Ibarra (Telf: 5520585),2009-08-27,Oruro,NB-SABS (D.S.0181)
09-1406-00-150692-1-1,Gobierno Municipal De Huanuni (Villa Huanuni),Obras,ANPE,Construcción Microriego Wilacollo-Bombo,Contratado,No,2009-08-10,2009-08-01,Alfredo Calizaya  Ibarra (Telf: 5520585),2009-08-27,Oruro,NB-SABS (D.S.0181)
09-1701-03-150675-1-1,Empresa Municipal De Aseo Santa Cruz -  Emacruz,Servicios Generales,ANPP,"Servicio Alquiler De Maquinaria, Recolección Y Transporte De Escombros Y Microbasurales  Distrito Municipal No. 11  Zona Central",Contratado,No,2009-08-13,2009-08-01,Luis Alberto Stelzer Dorado (Telf: 3470346 - 3-641144),2009-08-17,Santa Cruz,NB-SABS (D.S.0181)
