cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
16-1532-00-849412-0-E,Gobierno Autonomo Municipal De Porco,Obras,EX,Const. Gaviones Carma,Contratado,False,,2018-06-01,Freddy Carmona Lugo (Telf: 26137119),2016-11-22,Potosi,NB-SABS (D.S.0181)
17-0292-00-849617-0-E,Vias Bolivia,Bienes,CM,Adquisición De Equipos De Oficina Muebles Gestión 2017,Contratado,False,,2018-06-01,Jhonny Gonzalo Choque Sarzuri (Telf: 2118200),2017-10-17,La Paz,NB-SABS (D.S.0181)
17-0292-00-849793-0-E,Vias Bolivia,Bienes,CM,"Compra De Impresoras Termicas, Lectores De Codigo De Barras, Herramientas Y Accesorios",Contratado,False,,2018-06-01,Jhonny Gonzalo Choque Sarzuri (Telf: 2118200),2017-04-13,La Paz,NB-SABS (D.S.0181)
17-0522-00-849605-0-E,Empresa Nacional De Ferrocarriles - Residual,Servicios Generales,CM,Mantenimiento Y Acondicionamiento De Monumento  Locomotora Terminal Bimodal,Contratado,False,,2018-06-01,Giovanni Rojas Vargas (Telf: 2413070),2017-06-28,La Paz,NB-SABS (D.S.0181)
17-1305-00-849750-0-E,Gobierno Autonomo Municipal De Vinto,Obras,CD,Const. Canal De Desague Pluvial Otb Jose Domino Zambrana,Contratado,False,,2018-06-01,Royer Hernan Choque Huanca (Telf: 4260150),2017-11-01,Cochabamba,NB-SABS (D.S.0181)
18-0015-00-849783-1-1,Ministerio De Gobierno,Bienes,ANPE,Adquisicion De Un Equipo De Ascensor Para Las Oficinas Del Ministerio De Gobierno - Ciudad De La Paz (1ra. Convocatoria),Desierto,False,2018-06-07,2018-06-01,Ariel Silva Gutierrez (Telf: 2440466),2018-06-13,La Paz,NB-SABS (D.S.0181)
18-0015-00-849813-1-1,Ministerio De Gobierno,Consultoria,ANPE,"Consultoria Individual De Linea: ""Profesional Para El Analisis Desarrollo Y Saneamiento Normativo De La Policia Boliviana""",Contratado,False,2018-06-07,2018-06-01,Jesus Reynaldo Maldonado Machaca (Telf: 2440466),2018-06-14,La Paz,NB-SABS (D.S.0181)
18-0015-22-849788-1-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes,ANPE,"Adquisición De Tonner, Cartuchos Y Tintas Para El Ceo. ?Tte. Gironda? Gestión 2018.",Contratado,False,2018-06-07,2018-06-01,Freddy Oscar Cutili Chuquimia (Telf: 2113837 - 2115294),2018-06-19,La Paz,NB-SABS (D.S.0181)
18-0015-22-849836-1-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes,ANPP,Adquisición De Llantas Y Neumáticos Para El Parque Automotor  De La Felcn Oriente Y Amazonia,Desierto,False,2018-06-13,2018-06-01,Hernan Augusto Marca Paqui (Telf: 2113837 - 2115294),2018-07-12,La Paz,NB-SABS (D.S.0181)
18-0016-00-849851-1-1,Ministerio De Educacion,Servicios Generales,ANPE,Contratación Para El Servicio De Refrigerio Y Alimentación Para El V Encuentro Plurinacional Educa Innova,Contratado,False,2018-06-07,2018-06-01,Bernardo Santos Carrillo (Telf: 2441752-2443865),2018-06-14,La Paz,NB-SABS (D.S.0181)
