cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
10-0010-01-200651-0-E,Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico Y Los Derechos De La Madre Tierra,Consultoria,OF,Consultor De Línea Asistente De Coordinación,Contratado,No,,2010-04-01,Sandro  Millan  Villa Gomez (Telf: 2141535),2010-04-01,La Paz,Otra Normativa especifica
10-0010-01-200760-0-E,Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico Y Los Derechos De La Madre Tierra,Consultoria,OF,Consultor De Línea Técnico En Diseño Gráfico,Contratado,No,,2010-04-01,Sandro  Millan  Villa Gomez (Telf: 2141535),2010-04-01,La Paz,Otra Normativa especifica
10-0010-01-200762-0-E,Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico Y Los Derechos De La Madre Tierra,Consultoria,OF,Consultor De Linea Coordinador Logistico Grupos De Trabajo,Contratado,No,,2010-04-01,Sandro  Millan  Villa Gomez (Telf: 2141535),2010-04-01,La Paz,Otra Normativa especifica
10-0010-01-200764-0-E,Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico Y Los Derechos De La Madre Tierra,Consultoria,OF,Consultor Por Producto Sistematizacion De Documentacion Temática,Contratado,No,,2010-04-01,Sandro  Millan  Villa Gomez (Telf: 2141535),2010-04-01,La Paz,Otra Normativa especifica
10-0010-01-200777-0-E,Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico Y Los Derechos De La Madre Tierra,Servicios Generales,OF,Acreditacion De Participantes Para La Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico ,Contratado,No,,2010-04-01,Sandro  Millan  Villa Gomez (Telf: 2141535),2010-04-01,La Paz,Otra Normativa especifica
10-0010-01-200778-0-E,Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico Y Los Derechos De La Madre Tierra,Servicios Generales,OF,Confeccion De Chalecos Para La Organización De La Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico,Contratado,No,,2010-04-01,Sandro  Millan  Villa Gomez (Telf: 2141535),2010-04-01,La Paz,Otra Normativa especifica
10-0010-01-200780-0-E,Conferencia Mundial De Los Pueblos Sobre El Cambio Climatico Y Los Derechos De La Madre Tierra,Servicios Generales,OF,"Servicio De Soporte Técnico Para La Implementacion De Web, Webcas Y Broadcast, Para La Conferencia",Contratado,No,,2010-04-01,Sandro  Millan  Villa Gomez (Telf: 2141535),2010-04-01,La Paz,Otra Normativa especifica
10-0016-00-183243-2-1,Ministerio De Educacion,Bienes,ANPP,Adquisicion De Equipos De Computación Para El Ministerio De Educacion,Contratado,No,2010-04-14,2010-04-01,Marizel Isnado Chavez (Telf: 2441752-2443865),2010-04-30,La Paz,NB-SABS (D.S.0181)
10-0016-00-188307-1-1,Ministerio De Educacion,Servicios Generales,ANPE,"Impresion De Cuadernos Con Espiral ""Un Ábol, Una Vida""",Contratado,No,2010-04-08,2010-04-01,Elena Condori Chura (Telf: 2441752-2443865),2010-04-12,La Paz,NB-SABS (D.S.0181)
10-0016-00-188320-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratación De Dos (2) Consultores Por Producto  Soporte De Usuarios Web,Contratado,No,2010-04-08,2010-04-01,Samuel Yave Miranda (Telf: 2441752-2443865),2010-04-13,La Paz,NB-SABS (D.S.0181)
