cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
16-1539-00-1126889-0-E,Gobierno Autonomo Municipal De Ckochas,Bienes,CM,Equipamiento Internado (Confecciones Textiles),Contratado,False,,2021-04-01,Eder Sixto Gareca Prada (Telf: 67900181-67900180),2016-08-03,Potosi,NB-SABS (D.S.0181)
17-1751-00-1127179-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Chofer De Maquinaria Y Equipo Pesado Volqueta,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2017-03-10,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1126040-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Consultoria Individual Operador De Maquinaria Y Equipo Pesado Tractor Oruga D6,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-05-30,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1127167-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Consultoria En Linea Chofer De Volqueta Ii,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-02-14,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1127168-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Consultoria En Linea Medico General I,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-01-18,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1127169-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Consultoria Individual Limpieza Y Lavanderia Del Hospital,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-01-18,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1127170-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Encarga De Farmacia Institucional,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-05-11,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1127173-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Servicio De Consultoria En Line Operador De Retroexcavadora,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-01-29,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1127174-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Consultor Individual Operador De Motoniveladora,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-02-07,Santa Cruz,NB-SABS (D.S.0181)
18-1751-00-1127178-0-E,Gobierno Autonomo Municipal De El Carmen Rivero Torrez,Consultoria,CM,Consultor En Linea Sereno Municipal,Contratado,False,,2021-04-01,Braulio Costa Saavedra (Telf: 67898354 ; 67898359),2018-01-29,Santa Cruz,NB-SABS (D.S.0181)
19-1704-00-1127112-0-E,Gobierno Autonomo Municipal De La Guardia,Consultoria,CM,Consultoria Por Producto Para La Supervision Tecnica Del Proyecto Fortalecimiento A La Produccion Ganadera Mediante El Mejoramiento Genetico En Beneficio De 7 Comunidades Ganaderas Del Municipio De La Guardia,Contratado,False,,2021-04-01,Maricel Solano Medina (Telf: 33557247),2019-09-27,Santa Cruz,NB-SABS (D.S.0181)
19-1704-00-1127154-0-E,Gobierno Autonomo Municipal De La Guardia,Consultoria,CM,Consultoria Por Producto Para La Supervision Tecnica Del Proyecto Fortalecimiento A La Produccion De Citricos Mediante La Implementacion De Nuevas Areas De Cultivo En Beneficio De Las Comunidades De La Guardia,Contratado,False,,2021-04-01,Maricel Solano Medina (Telf: 33557247),2019-09-23,Santa Cruz,NB-SABS (D.S.0181)
19-1738-00-1126492-0-E,Gobierno Autonomo Municipal De San Javier,Bienes,CM,Adquisicion De Equipamiento Para La Sala De Internacion Del Hospital Municipal De San Javier,Contratado,False,,2021-04-01,Maryzabel Pena Sotelo (Telf: 39635001),2019-12-20,Santa Cruz,NB-SABS (D.S.0181)
19-1738-00-1127029-0-E,Gobierno Autonomo Municipal De San Javier,Bienes,CM,Adquisicion De Maquinaria Fumigadora Pulverizadora De 3 Puntos - Programa De Mejoramiento Genetico,Contratado,False,,2021-04-01,Maryzabel Pena Sotelo (Telf: 39635001),2019-12-26,Santa Cruz,NB-SABS (D.S.0181)
19-1738-00-1127049-0-E,Gobierno Autonomo Municipal De San Javier,Bienes,CM,Adquisicion De Muebles Ley 475 Para El Area De Laboratorio Del Hospital Municipal De San Javier,Contratado,False,,2021-04-01,Maryzabel Pena Sotelo (Telf: 39635001),2019-12-17,Santa Cruz,NB-SABS (D.S.0181)
19-1738-00-1127063-0-E,Gobierno Autonomo Municipal De San Javier,Bienes,CM,Adquisicion Equipamiento Para El Hospital Municipal De San Javier,Contratado,False,,2021-04-01,Maryzabel Pena Sotelo (Telf: 39635001),2019-12-17,Santa Cruz,NB-SABS (D.S.0181)
20-0046-00-1125290-0-E,Ministerio De Salud,Servicios Generales,CD,Alquiler De Oficinas Para El Proyecto Gavi-Fssi Gestion 2021,Contratado,False,,2021-04-01,Simon Villa Yujra (Telf: 2484592),2020-12-23,La Paz,NB-SABS (D.S.0181)
20-0132-00-1118558-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Servicios Generales,CD,Servicio De Fotocopia Y Anillado Para Empres  Estratgica De Produccion De Abonos Y Fertilizantes-Eepaf Con Codigo Interno Sedem/Eepaf/Cd/2020-027,Contratado,False,,2021-04-01,Veronica Cristina Rocha Uria (Telf: 2147001 - 214597),2020-12-31,La Paz,Otra Normativa especifica nacional
20-0132-00-1118580-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Servicios Generales,CD,Servicio De Courrier,Contratado,False,,2021-04-01,Veronica Cristina Rocha Uria (Telf: 2147001 - 214597),2020-12-31,La Paz,Otra Normativa especifica nacional
20-0132-00-1118700-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Servicios Generales,CD,"Servicio De Transporte Para El Traslado De Paquetes A Las Agencias Distribuidoras De Huanuni,Challapata Y Llallagua",Contratado,False,,2021-04-01,Veronica Cristina Rocha Uria (Telf: 2147001 - 214597),2020-12-30,La Paz,Otra Normativa especifica nacional
20-0417-02-1126734-0-E,Caja Nacional De Salud (Regional Cobija),Bienes,CD,2 Juegos Set De Tubos Corrugados Siliconados Neonatal Para En H 900,Contratado,False,,2021-04-01,Grover Crispin Quiñones (Telf: 8422409),2020-09-30,Pando,D.S. 4174 (COVID-19)
20-0417-09-1126748-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,2 Items. Muebles De Oficina. Gestion De Riesgos Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-11-27,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126756-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,1 Pza. Refrigerador. Unidad De Nutricion Hode Ibr,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-11-05,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126769-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,17000 Amp. Cloruro De Potasio 20%. Servicio De Farmacia Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-12-02,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126809-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,6000 Com. Ondasetron 8mg. Servicio De Farmacia Hode Oncologico,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-12-02,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126822-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,2 Items. Equipos De Computacion. Medicina Del Trabajo Regional La Paz,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-11-30,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126883-0-E,Caja Nacional De Salud - Regional La Paz,Servicios Generales,CM,1 Svc. Impresion De Revista De Enfermeria. Administracion Hode Materno Infantil,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-26,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126941-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,2 Items. 7 Pza. Termohigrometro; 1 Equ. Balanza Analitica. Servicio De Farmacias Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-11-20,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126957-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,7 Items. Instrulmental Menor Medico Quirurgico. Enfermeria Paise El Alto,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-09-11,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126968-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,1 Pza. Carro Para Transporte De Bandejas Isotermicas. Unidad De Nutricion Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-27,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126979-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,1 Pza. Carro Para Transporte De Bandejas Isotermicas. Unidad De Nutricion Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-27,La Paz,NB-SABS (D.S.0181)
20-0417-09-1126992-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,11 Pieza. Vitrina Metalica De 2 Cuerpos. Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-16,La Paz,NB-SABS (D.S.0181)
20-0417-09-1127006-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,16 Pieza. Escritorio Metalico. Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-16,La Paz,NB-SABS (D.S.0181)
20-0417-09-1127048-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,13 Pieza. Escritorio Metalico. Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-16,La Paz,NB-SABS (D.S.0181)
20-0417-09-1127057-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,16 Pieza. Sillon Semiejecutivo. Hospital Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-16,La Paz,NB-SABS (D.S.0181)
20-0417-09-1127069-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,454 Jgo. Pijamas Hospitalarias. Administracion Obrero N30,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-10-16,La Paz,NB-SABS (D.S.0181)
20-0417-09-1127124-0-E,Caja Nacional De Salud - Regional La Paz,Bienes,CM,3 Items. Productos Quimicos Y Farmaceuticos. Supervision De Laboratorio Cimfa Central,Contratado,False,,2021-04-01,Jose Luis Peralta Rocha (Telf: 2-901777),2020-11-12,La Paz,NB-SABS (D.S.0181)
20-0904-00-1102981-0-E,Gobierno Autónomo Departamental De Oruro,Bienes,EM,"Adquisicion  De Insumos De Proteccion  Personal, Overoles Descartables (Plan Y Programa, Atencion  Y Contencion Del Coronavirus  - Covid 19)",Contratado,False,,2021-04-01,Geovanna Isabel Guzman De La Barra (Telf: 5250200),2020-12-23,Oruro,NB-SABS (D.S.0181)
