cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
15-0040-09-558189-0-E,Servicio Nacional De Propiedad Intelectual Senapi,Consultoria,CM,Encargado De Biblioteca Y Archivo,Contratado,False,,2015-02-01,Carla Alejandra Murillo Ayaviri (Telf: 2115700-2119276-2119251),2015-01-02,La Paz,NB-SABS (D.S.0181)
15-0411-00-560056-0-E,Corporacion Del Seguro Social Militar - Cossmil,Arrendamiento de inmuebles,CD,Alquiler De Ambientes Para La Regional De Rurrenabaque - Área De Salud,Contratado,False,,2015-02-01,Oscar Conde Mejia (Telf: 2900071),2015-01-02,La Paz,NB-SABS (D.S.0181)
15-1604-00-567034-0-E,Gobierno Autonomo Municipal De Yacuiba,Bienes muebles y de consumo,CM,Adquisicion Alambre Tornillos Cable Barras De Cobre Pintura Hojas De Lija Pantallas Cinta Masquin Enchufe Brocas ,Contratado,False,,2015-02-01,Jose Luis Sanchez Arancibia (Telf: 6822021 / 6822206),2015-02-01,Tarija,NB-SABS (D.S.0181)
15-1604-00-570819-0-E,Gobierno Autonomo Municipal De Yacuiba,Bienes muebles y de consumo,CM,Adquisicionn De Alambres Galvanizados Y Otros Materiales Orden 7001,Contratado,False,,2015-02-01,Marcos Gustavo Alpiri Torrez (Telf: 6822021 / 6822206),2015-02-01,Tarija,NB-SABS (D.S.0181)
14-0253-00-548942-0-E,Entidad Ejecutora De Medio Ambiente Y Agua - Emagua,Supervision Tecnica,EX,"Servicio De Consultoria Para La Supervision Del Proyecto Construccion Sistema De Alcantarillado Sanitario Chachacomani - Turco, Oruro (Pasar)",Contratado,False,,2015-02-02,Mirea Alina Perez Magne (Telf: 2114901 - 2117974),2015-02-02,La Paz,NB-SABS (D.S.0181)
14-0313-00-543034-0-E,Autoridad De Fiscalización Y Control De Pensiones Y Seguros - Aps,Bienes muebles y de consumo,CM,Compra De Insumos Para Te,Contratado,False,,2015-02-02,Miriam Rosario  Rivero  Mejia  (Telf: 2331212),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0010-00-553768-0-E,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,(I) Servicios Generales (Servicio De Apoyo Para El Ministerio De Relaciones Exteriores),Contratado,False,,2015-02-02,Yamil Ivan Riveros Arellano (Telf: 2113175 int. 4120),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0010-00-553785-0-E,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,Apoyo En El Procedimiento De Legalizacion De Firmas En Documentos Publicos Para La Direccion General De Coordinacion Institucional Y Legalizaciones,Contratado,False,,2015-02-02,Cristian Marcelo Salazar Guzman (Telf: 2113175 int. 4120),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0010-00-553792-0-E,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,Apoyo En El Procedimiento De Legalizacion De Firmas En Documentos Publicos Para La Direccion General De Coordinacion Institucional Y Legalizaciones,Contratado,False,,2015-02-02,Cristian Marcelo Salazar Guzman (Telf: 2113175 int. 4120),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0010-00-553846-0-E,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,Apoyo En Archivo Para La Direccion General De Asuntos Administrativos,Contratado,False,,2015-02-02,Cristian Marcelo Salazar Guzman (Telf: 2113175 int. 4120),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0015-04-573482-0-E,Direccion Nacional De Salud Y Bienestar Social De La Policia Nacional,Bienes muebles y de consumo,CM,Insumos Dentales Clinica Dental La Apz,Contratado,False,,2015-02-02,German  Delgado  Condori  (Telf: 2427380),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0016-00-542494-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Papel De Escritorio Para El Ministerio De Educación,Contratado,False,2015-02-06,2015-02-02,Elena Condori Chura (Telf: 2441752-2443865),2015-02-12,La Paz,NB-SABS (D.S.0181)
15-0016-00-542508-1-1,Ministerio De Educacion,Bienes,ANPE,Contratacion Del Servicio De Empastado Para El Ministerio De Educacion,Contratado,False,2015-02-06,2015-02-02,Elena Condori Chura (Telf: 2441752-2443865),2015-02-10,La Paz,NB-SABS (D.S.0181)
15-0016-10-542575-1-1,Programa Nacional De Post Alfabetización - Pnp,Consultoria,ANPE,Contratación De Un (1) Consultor Individual De Linea - Profesional V En Planificacion,Contratado,False,2015-02-06,2015-02-02,Richard Delfin Mamani Huanca (Telf: 2912414),2015-02-10,La Paz,NB-SABS (D.S.0181)
15-0016-10-542579-1-1,Programa Nacional De Post Alfabetización - Pnp,Consultoria,ANPE,Contratación De Un (1) Consultor Individual De Linea - Tecnico Iv En Curriculo,Desierto,False,2015-02-06,2015-02-02,Richard Delfin Mamani Huanca (Telf: 2912414),2015-02-10,La Paz,NB-SABS (D.S.0181)
15-0016-10-542581-1-1,Programa Nacional De Post Alfabetización - Pnp,Consultoria,ANPE,Contratación De Un (1) Consultor Individual De Linea - Tecnico Iv En Proyectos Productivos,Contratado,False,2015-02-06,2015-02-02,Richard Delfin Mamani Huanca (Telf: 2912414),2015-02-10,La Paz,NB-SABS (D.S.0181)
15-0016-10-542584-1-1,Programa Nacional De Post Alfabetización - Pnp,Consultoria,ANPE,Contratación De Un (1) Consultor Individual De Linea - Tecnico Iv En Informatica,Desierto,False,2015-02-06,2015-02-02,Richard Delfin Mamani Huanca (Telf: 2912414),2015-02-23,La Paz,NB-SABS (D.S.0181)
15-0025-16-540190-2-1,Programa De Revolución Institucional - Ministerio De La Presidencia,Servicios Generales,ANPE,Digitalización De Documentación De La Unidad Técnica Del Programa De Revolución Institucional,Contratado,False,2015-02-06,2015-02-02,Wilfredo Lohot Moreira Gomez (Telf: 2444082),2015-02-09,La Paz,NB-SABS (D.S.0181)
15-0035-01-542423-1-1,Servicio De Impuestos Nacionales,Consultoria,ANPP,Contratación De Siete (07) Consultores En Línea Para La Ejecucion Del Proyecto Apoyo A Las Areas Operativas De Fiscalizacion 2015 Para La Gerencia Distrital Potosi Del Servicio De Impuestos Nacionales,Contratado,False,2015-02-12,2015-02-02,Juan Jose Caceres Perez (Telf: 2203737 - 2202494),2015-03-03,La Paz,NB-SABS (D.S.0181)
15-0035-01-542474-1-1,Servicio De Impuestos Nacionales,Consultoria,ANPP,Contratacion De Veinte (20) Consultores Individuales De Linea Proyecto Controladores De Obligaciones Fiscales Gerencia Distrital El Alto - Sin,Contratado,False,2015-02-12,2015-02-02,Omar Eduardo Jara Rodriguez (Telf: 2203737 - 2202494),2015-02-12,La Paz,NB-SABS (D.S.0181)
15-0035-01-542493-1-1,Servicio De Impuestos Nacionales,Consultoria,ANPE,Contratación De Seis Consultores En Línea Para El Proyecto Controladores De Obligaciones Fiscales 2015 En La Gdtja,Contratado,False,2015-02-06,2015-02-02,Hugo Tejerina Areco (Telf: 2203737 - 2202494),2015-02-10,La Paz,NB-SABS (D.S.0181)
15-0035-01-542502-1-1,Servicio De Impuestos Nacionales,Consultoria,ANPE,Contratacion De Dos (2) Consultores Individuales De Linea Para El Proyecto Controladores De Obligaciones Fiscales 2015 De La Gerencia Distrital Pando,Contratado,False,2015-02-09,2015-02-02,Javier Oliveira Sosa (Telf: 2203737 - 2202494),2015-02-10,La Paz,NB-SABS (D.S.0181)
15-0035-01-542506-1-1,Servicio De Impuestos Nacionales,Consultoria,ANPP,Contratacion De Un (1) Consultor De Linea Supervisor Y Siete (7) Consultores De Linea Para El Proyecto Apoyo A Las Areas Operativas De Fiscalizacion De La Gerencia Distrital Santa Cruz I,Contratado,False,2015-02-12,2015-02-02,Ismelda Gutierrez Flores (Telf: 2203737 - 2202494),2015-02-18,La Paz,NB-SABS (D.S.0181)
15-0035-01-547294-0-E,Servicio De Impuestos Nacionales,Consultoria,CM,Contratacion De Un (1) Consultor Individual De Linea Para Apoyo A La Unidad Administrativa Y De Recursos Humanos De La Gerencia Distrital La Paz Ii,Contratado,False,,2015-02-02,Yonara Rivero Barrientos (Telf: 2203737 - 2202494),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0035-01-554400-0-E,Servicio De Impuestos Nacionales,Servicios Generales,CD,Contratación Del Medio Radial Qhana Para La Difusión De Información Institucional Y/O Cultura Tributaria Del Sin,Contratado,False,,2015-02-02,Enrique Calle Lopez (Telf: 2203737 - 2202494),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0035-01-562491-0-E,Servicio De Impuestos Nacionales,Servicios Generales,CD,"Contratación Del Periódico Opinión Para La Socialización De Edictos, Separatas, Publicaciones Especiales, Y Avisos Institucionales Del Sin",Contratado,False,,2015-02-02,Enrique Calle Lopez (Telf: 2203737 - 2202494),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-00-548275-0-E,Ministerio De Salud,Bienes muebles y de consumo,CM,Adquisicion De Toners Para Rr. Hh. Ministerio De Salud,Contratado,False,,2015-02-02,Sergio Santiago Duran Uria (Telf: 2484592),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-00-560930-0-E,Ministerio De Salud,Bienes inmuebles,CM,Servicio De Alquiler De Parqueo Para Dos Vehiculos Del Programa Rm Safci Regional La Paz,Contratado,False,,2015-02-02,Arturo Villarroel Medrano (Telf: 2484592),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-20-557777-0-E,Seguro Social Universitario - La Paz,Servicios Generales,CM,Contratacion De Servicios,Contratado,False,,2015-02-02,Marcelo Clavijo Pinto (Telf: 2434262),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-20-558707-0-E,Seguro Social Universitario - La Paz,Medicamentos,CM,Cmm 046/2015,Contratado,False,,2015-02-02,Ibis Rosso Duran Rojas (Telf: 2434262),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-20-559829-0-E,Seguro Social Universitario - La Paz,Servicios Generales,CM,Equipo Medico Y De Laboratorioeq,Contratado,False,,2015-02-02,Marcelo Clavijo Pinto (Telf: 2434262),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-22-542467-1-1,Seguro Social Universitario Sucre,Servicios Generales,LP,"Contratación De Seguros De Multirriesgo, Responsabilidad Civil, Comprensiva 3-D Y Automotores",Contratado,False,2015-02-25,2015-02-02,Sandra  Rios Valda  (Telf: 6453136),2015-02-27,Chuquisaca,NB-SABS (D.S.0181)
15-0046-26-543606-0-E,Instituto Nacional De Laboratorios De Salud Inlasa,Bienes muebles y de consumo,CM,Repuestos Para Cromatografos Liquidos De Alta Resolucion,Contratado,False,,2015-02-02,Roberto Carlos Lanchipa Gonzales (Telf: 2226048),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-26-543609-0-E,Instituto Nacional De Laboratorios De Salud Inlasa,Servicios Generales,CM,Mantenimiento De Los Cromatografos Liquidos De Alta Resolucion,Contratado,False,,2015-02-02,Roberto Carlos Lanchipa Gonzales (Telf: 2226048),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0046-31-549368-0-E,Seguro Social Universitario Santa Cruz,Medicamentos,CM,Adquisicion De Productos Odontologicos O.C. 43/2015,Contratado,False,,2015-02-02,Gustavo  Toro Baspineiro (Telf: 3392827),2015-02-02,Santa Cruz,NB-SABS (D.S.0181)
15-0086-00-549567-0-E,Ministerio De Medio Ambiente Y Agua ,Bienes inmuebles,CD,Arrendamiento Inmueble Para La Unidad Coordinadora De Programas Caf Piso Nº1 ,Contratado,False,,2015-02-02,Sandra Valdez Cavero (Telf: 2115571),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0087-00-552552-0-E,Ministerio De Comunicación,Servicios Generales,CD,Transmision De Eventos Gubernamentales Del 02/02/2015 Al 05/02/2015,Contratado,False,,2015-02-02,Juan Alberto Monje Cespedes (Telf: 2200402),2015-02-02,La Paz,NB-SABS (D.S.0181)
15-0117-00-542515-1-1,Direccion General De Aeronautica Civil,Bienes,ANPE,Adquisición De Repuestos Y Fluidos Para Las Aeronaves Beechcraft B300 Con Base De Operaciones La Paz,Contratado,False,2015-02-06,2015-02-02,Jenny Luz Huanca  Villegas  (Telf: 2444450),2015-02-12,La Paz,NB-SABS (D.S.0181)
15-0132-00-550014-0-E,Servicio De Desarrollo De Las Empresas Públicas Productivas,Bienes muebles y de consumo,CD,Compra De Grano Para Semilla De Trigo Variedad Motacu Para La Empresa Estrategica De Produccion De Semillas Eeps,Contratado,False,,2015-02-02,Marcela Antonieta Ortiz Amestegui (Telf: 2147001 - 214597),2015-02-02,La Paz,Otra Normativa especifica
