cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
13-0015-03-393618-2-1,Direccion Nacional De Fiscalizacion Y  Recaudaciones De La Policia Nacional,Bienes,ANPP,Provision De Material De Escritorio,Contratado,False,2013-10-11,2013-10-01,Lucia Montano Choque  (Telf: 2310287),2013-10-14,La Paz,NB-SABS (D.S.0181)
13-0015-03-393625-2-1,Direccion Nacional De Fiscalizacion Y  Recaudaciones De La Policia Nacional,Bienes,ANPE,Item 1: 100.000 Unid. De Resolucion De Transferencia De VehiculosnItem 2: 100.000 Resolución De Inscripción De Vehículos,Contratado,False,2013-10-07,2013-10-01,Lucia Montano Choque  (Telf: 2310287),2013-11-04,La Paz,NB-SABS (D.S.0181)
13-0015-03-410917-1-1,Direccion Nacional De Fiscalizacion Y  Recaudaciones De La Policia Nacional,Bienes,ANPE,250 Unidades De Toner Hp Laser Jet Pro P1102w 85 -A,Contratado,False,2013-10-07,2013-10-01,Lucia Montano Choque  (Telf: 2310287),2013-10-09,La Paz,NB-SABS (D.S.0181)
13-0015-22-411031-1-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Servicios Generales,ANPE,Servicio De Mantenimiento De Vehículos Y Motocicletas En El Departamento De Santa Cruz,Desierto,False,2013-10-07,2013-10-01,Freddy Oscar Cutili Chuquimia (Telf: 2113837 - 2115294),2013-10-11,La Paz,NB-SABS (D.S.0181)
13-0016-00-407574-1-2,Ministerio De Educacion,Servicios Generales,ANPE,Contratacion De Salon Y Refrigerios,Contratado,False,2013-10-07,2013-10-01,Angelica Concepcion Trujillo Blanco (Telf: 2441752-2443865),2013-10-10,La Paz,NB-SABS (D.S.0181)
13-0016-00-409447-1-1,Ministerio De Educacion,Servicios Generales,ANPE,Servicio De Conectividad De Internet Para Los Telecentros Educativos Comunitariosn(Primera Convocatoria),Desierto,False,2013-10-07,2013-10-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2013-10-11,La Paz,NB-SABS (D.S.0181)
13-0016-00-410856-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisicion De Equipamiento Para La Escuela Superior De Formacion De Maestros Multietnica Indigena Concepcionn(Primera Convocatoria),Contratado,False,2013-10-07,2013-10-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2013-10-10,La Paz,NB-SABS (D.S.0181)
13-0016-00-411047-1-1,Ministerio De Educacion,Bienes,ANPP,Adquisición De Literas,Contratado,False,2013-10-11,2013-10-01,Rurik Sergio Blanco Iriarte (Telf: 2441752-2443865),2013-10-22,La Paz,NB-SABS (D.S.0181)
13-0016-00-414289-0-E,Ministerio De Educacion,Consultoria,CM,Contratacion De Un Consultor Individual De Linea - Profesional V En Investigacion Educativa Cualitativa,Contratado,False,,2013-10-01,Carla Caballero Herrera (Telf: 2441752-2443865),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0016-00-419620-0-E,Ministerio De Educacion,Servicios Generales,CM,Servicio De Internet Movil Para Los Centros Tutoriales Del Profe Y Coordinadores Del Ppmi,Contratado,False,,2013-10-01,Angelica Concepcion Trujillo Blanco (Telf: 2441752-2443865),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0016-00-422426-0-E,Ministerio De Educacion,Bienes muebles y de consumo,CM,Adquisicion De Equipos De Gastronomia,Contratado,False,,2013-10-01,Elena Condori Chura (Telf: 2441752-2443865),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0016-00-424668-0-E,Ministerio De Educacion,Servicios Generales,CD,Servicio De Publicidad-Difusion De Cuña Radial En Medios De Comunicacion A Nivel Nacional Y Local Para La Campaña Institucional: Experiencias De Lectura Y Escritura,Contratado,False,,2013-10-01,Cayra Ximena Camacho Jaldin (Telf: 2441752-2443865),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0016-09-410900-1-1,"Escuela Superior De Formacion De Maestros ""Ismael Montes""",Bienes,ANPE,"Equipamiento De La Escuela Superior De Formación De Maestros ""Ismael Montes""",Desierto,False,2013-10-07,2013-10-01,Demetrio Carballo Cotrina  (Telf: 4136158),2013-10-11,Cochabamba,NB-SABS (D.S.0181)
13-0016-12-418199-0-E,"Escuela Superior De Formación De Maestros ""Enrique Finot""",Bienes muebles y de consumo,CM,Adquisición De Equipos De Laboratorio De Fisico Quimica,Contratado,False,,2013-10-01,Carla Lorena Vargas Campero (Telf: 3441149),2013-10-01,Santa Cruz,NB-SABS (D.S.0181)
13-0016-18-441918-0-E,Escuela Superior De Formacion De Maestras Y Maestros Warisata,Bienes muebles y de consumo,CM,Adquisicion De Una Pizarra Iteractiva Smart Tech Y Dos Proyectoras Multimedia (Data Show),Contratado,False,,2013-10-01,Jorge Wilfredo Ramos Rojas (Telf: 22136021),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0020-00-414821-0-E,Ministerio De Defensa ,Bienes muebles y de consumo,EM,"Adquisicion De Calaminas Galvanizadas Y Corrugadas (Largo 2.45mts.Ancho 0.88mts,Grosor 3mm.)",Contratado,False,,2013-10-01,Javier Alex Camacho Lujan (Telf: 2432525  int 4209),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0020-00-418343-0-E,Ministerio De Defensa ,Bienes muebles y de consumo,CM,Adquisicion De Material De Escritorio (Toners Laser Jet),Contratado,False,,2013-10-01,Javier Antonio Grajeda Chuquimia (Telf: 2432525  int 4209),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0020-00-418790-0-E,Ministerio De Defensa ,Bienes muebles y de consumo,CM,"Adquisicion De Material De Escritorio (Archivadores, Cuadernos, Folders, Papel Bond, Papel P/Fax Y Sobres)",Contratado,False,,2013-10-01,Javier Antonio Grajeda Chuquimia (Telf: 2432525  int 4209),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0020-09-410944-0-E,Escuela Militar De Ingenieria - Emi,Bienes muebles y de consumo,CM,Equipos De Computacion Para Contabilidad Emi - Lp,Contratado,False,,2013-10-01,Franklin Henry Huansber Vedia (Telf: 2431641),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0025-00-425933-0-E,Ministerio De La Presidencia,Servicios Generales,CD,Atencion De Almuerzo De Fecha 03 De Octubre Del 2013,Contratado,False,,2013-10-01,Jose Ricardo Davila Vargas (Telf: 2442603),2013-10-01,La Paz,NB-SABS (D.S.0181)
13-0025-26-411040-1-1,Unidad Ejecutora Del Fondo Nacional De Solidaridad Y Equidad,Bienes,ANPE,"Adquisicion De Material De Escritorio, Para La Unidad Ejecutora Del Fondo Nacional De Solidaridad Y Equidad",Contratado,False,2013-10-07,2013-10-01,Lidia Marina Lima Huayhua (Telf: 2442603 224),2013-10-11,La Paz,NB-SABS (D.S.0181)
13-0035-00-403828-2-1,Ministerio De Economia Y Finanzas Publicas ,Obras,ANPE,Refacción De La Oficina Regional Cochabamba De La Unidad De Calificación De Años De Servicio - Ucas - Dgpot- Vtcp,Contratado,False,2013-10-08,2013-10-01,Evelyn Lucy Nao Espejo (Telf: 2203434),2013-10-15,La Paz,NB-SABS (D.S.0181)
