cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
11-0006-00-284091-1-1,Vicepresidencia Del Estado Plurinacional,Servicios Generales,ANPP,Servicio De Agencia De Viajes  Para La Emisión De Pasajes Nacionales E Internacionales Para La Vicepresidencia  Del Estado - Gestión 2012,Desierto,False,2011-12-14,2011-12-01,Oscar Guillermo Bollati Zavala (Telf: 22142802),2011-12-14,La Paz,NB-SABS (D.S.0181)
11-0006-00-284095-1-1,Vicepresidencia Del Estado Plurinacional,Servicios Generales,ANPP,Servicio De Alimentación Para El Personal De Seguridad Y Otros  Gestión 2012,Desierto,False,2011-12-15,2011-12-01,Oscar Guillermo Bollati Zavala (Telf: 22142802),2011-12-15,La Paz,NB-SABS (D.S.0181)
11-0010-00-284302-1-1,Ministerio De Relaciones Exteriores ,Servicios Generales,ANPE,Servicio De Fotocopiado Y Anillado,Contratado,False,2011-12-07,2011-12-01,Reynaldo Serrano Herrera (Telf: 2113175 int. 4120),2011-12-13,La Paz,NB-SABS (D.S.0181)
11-0015-01-281801-2-1,Policia Boliviana,Bienes,ANPE,Provisión De Radios Portatiles Para Las Unidades Policiales Dependientes Del Comando General De La Policia Boliviana,Contratado,False,2011-12-07,2011-12-01,Ivan  Mallea  Luna  (Telf: 2-430555),2011-12-07,La Paz,NB-SABS (D.S.0181)
11-0015-05-284342-1-1,Direccion Nacional De Instruccion Y Ensenanza -  Policia Nacional,Bienes,ANPE,"Equipo Automatizado Para Adn, Rna Y Proteinas",Contratado,False,2011-12-08,2011-12-01,Cinthia S.  Gallegos  Lenz  (Telf: 2228291),2011-12-20,La Paz,NB-SABS (D.S.0181)
11-0016-00-276154-1-2,Ministerio De Educacion,Bienes,ANPE,Adquisicion De Material Deportivo Y Recreativo,Contratado,False,2011-12-07,2011-12-01,Bernardo Santos Carrillo (Telf: 2441752-2443865),2011-12-19,La Paz,NB-SABS (D.S.0181)
11-0016-00-284120-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Equipo De Laboratorion(Primera Convocatoria),Contratado,False,2011-12-07,2011-12-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2011-12-13,La Paz,NB-SABS (D.S.0181)
11-0016-00-284133-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Sacheteadora Y Envasadora   n(Primera Convocatoria),Contratado,False,2011-12-07,2011-12-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2011-12-09,La Paz,NB-SABS (D.S.0181)
11-0016-00-284134-1-1,Ministerio De Educacion,Bienes,ANPE,"Adquisición De  Adquisición De Cuatro (4) Camaras Fotograficas, Doce (12) Reporteras Y Tres (3) Gps Navegadorn(Primera Convocatoria)",Contratado,False,2011-12-07,2011-12-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2011-12-14,La Paz,NB-SABS (D.S.0181)
11-0016-00-284244-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Equipos De Laboratorio Para Carrera De Electricidad Undustrial Del Tecnológico J.S.San Juan Garcia,Desierto,False,2011-12-07,2011-12-01,Samuel Yave Miranda (Telf: 2441752-2443865),2011-12-19,La Paz,NB-SABS (D.S.0181)
11-0016-00-284251-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Equipos De Laboratorio Pára El Instituto Superior Tecnico Caranavi,Desierto,False,2011-12-07,2011-12-01,Samuel Yave Miranda (Telf: 2441752-2443865),2011-12-20,La Paz,NB-SABS (D.S.0181)
11-0016-00-284263-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Material Bibliografico,Contratado,False,2011-12-08,2011-12-01,Samuel Yave Miranda (Telf: 2441752-2443865),2011-12-16,La Paz,NB-SABS (D.S.0181)
