cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
13-0006-00-368860-1-2,Vicepresidencia Del Estado Plurinacional,Servicios Generales,ANPP,Servicios Agencia De Viajes Para La Emisión De Pasajes Nacionales E Internacionales - Gestión 2013,Contratado,False,2013-04-11,2013-04-01,Richar Rivero Morales (Telf: 22142802),2013-04-17,La Paz,NB-SABS (D.S.0181)
13-0015-00-371019-2-1,Ministerio De Gobierno,Bienes,ANPP,Adquisicion De Destelladores Y Sirenas Para Vehiculos,Contratado,False,2013-04-11,2013-04-01,Benjamin Polio Colque Conde (Telf: 2440466),2013-04-11,La Paz,NB-SABS (D.S.0181)
13-0015-05-374905-1-1,Direccion Nacional De Instruccion Y Ensenanza -  Policia Nacional,Bienes,ANPE,Compra De Equipo De Video Conferencia Polypol Para La Escuela Superior De Policias,Contratado,False,2013-04-08,2013-04-01,Rafael  Grajeda Morales  (Telf: 2228291),2013-04-09,La Paz,NB-SABS (D.S.0181)
13-0015-22-374822-1-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes,ANPP,Adquisición De Repuestos Para Vehículos  Reo Del Parque Automotor (Fte Diablos Verdes),Desierto,False,2013-04-11,2013-04-01,Freddy Oscar Cutili Chuquimia (Telf: 2113837 - 2115294),2013-04-12,La Paz,NB-SABS (D.S.0181)
13-0015-22-375005-1-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes,ANPE,Adquisición De Sobre Carpas  Para Los Campamentos De La F. T. C.  Chapare - Yungas Para La Gestión 2013,Desierto,False,2013-04-05,2013-04-01,Freddy Oscar Cutili Chuquimia (Telf: 2113837 - 2115294),2013-04-11,La Paz,NB-SABS (D.S.0181)
13-0016-00-374878-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un (1) Consultor(A) Por Producto Para La Implementacion Del Programa De Facilitadores Comunitarios En Los Centros De Educacion Permanente En Marco Del Programa De Formacion Complementaria Para Maestras Y Maestros En Ejercicio (Profocom).n(Primera Convocatoria),Contratado,False,2013-04-05,2013-04-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2013-04-12,La Paz,NB-SABS (D.S.0181)
13-0016-00-374994-1-1,Ministerio De Educacion,Bienes,ANPP,Adquisición De Equipos Para Industria De Alimentos,Desierto,False,2013-04-11,2013-04-01,Elena Condori Chura (Telf: 2441752-2443865),2013-04-17,La Paz,NB-SABS (D.S.0181)
13-0016-00-375013-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Televisores A Color Led,Desierto,False,2013-04-05,2013-04-01,Bernardo Santos Carrillo (Telf: 2441752-2443865),2013-04-15,La Paz,NB-SABS (D.S.0181)
13-0016-10-442434-0-E,Programa Nacional De Post Alfabetización - Pnp,Arrendamiento de inmuebles,CD,Arrendamiento De Inmueble Para Funcionamiento De La Oficina Departamental De Cochabamba Del Programa Nacional De Post-Alfabetización,Contratado,False,,2013-04-01,Richard Delfin Mamani Huanca (Telf: 2912414),2013-04-01,La Paz,NB-SABS (D.S.0181)
13-0016-10-442453-0-E,Programa Nacional De Post Alfabetización - Pnp,Arrendamiento de inmuebles,CD,Arrendamiento De Inmueble Para Funcionamiento De La Oficina Nacional Del Programa Nacional De Post-Alfabetizacion.,Contratado,False,,2013-04-01,Richard Delfin Mamani Huanca (Telf: 2912414),2013-04-01,La Paz,NB-SABS (D.S.0181)
13-0035-01-368577-3-1,Servicio De Impuestos Nacionales,Consultoria,ANPE,Contratacion De Un (1) Consultor Individual De Linea Apoyo A Las Areas Juridicas En El Procesamiento De Tramites Remitidos Por El Area De Fiscalizacion  Gerencia Distrital Pando,Desierto,False,2013-04-09,2013-04-01,Javier Oliveira Sosa (Telf: 2203737 - 2202494),2013-04-10,La Paz,NB-SABS (D.S.0181)
13-0035-01-374490-1-1,Servicio De Impuestos Nacionales,Servicios Generales,ANPP,Contratacion De Una Empresa Para La Produccion De Microprogramas Televisivos Y Radiales Para Promover Cultura Tributaria Con Mensajes Educativos Primera Convocatoria,Contratado,False,2013-04-11,2013-04-01,Enrique Calle Lopez (Telf: 2203737 - 2202494),2013-04-19,La Paz,NB-SABS (D.S.0181)
13-0035-01-374889-1-1,Servicio De Impuestos Nacionales,Consultoria,ANPE,Contratación De Dos (2) Supervisores Consultores De Línea Para El Proyecto Apoyo A Procesos De Determinacion 2013 De La Gerencia Distrital Cochabamba,Contratado,False,2013-04-05,2013-04-01,Mabel Neicy Cano Escobar (Telf: 2203737 - 2202494),2013-04-09,La Paz,NB-SABS (D.S.0181)
