cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
13-0016-10-442459-0-E,Programa Nacional De Post Alfabetización - Pnp,Arrendamiento de inmuebles,CD,Arrendamiento De Inmueble Para El Funcionamiento De Oficinas De La Departamental Santa Cruz Del Programa Nacional De Post-Alfabetizacion.,Contratado,False,,2013-06-01,Richard Delfin Mamani Huanca (Telf: 2912414),2013-06-01,La Paz,NB-SABS (D.S.0181)
13-0129-00-383762-2-1,Escuela De Gestión Pública Plurinacional,Consultoria,ANPE,Coordinar La Organización Y Ejecución De Los Programas De Formación Y Capacitación Administrados Por La Escuela De Gestión Pública Plurinacional En El Departamento.,Contratado,False,2013-06-07,2013-06-01,Anel Leticia Solares Peralta (Telf: 2200131),2013-06-24,La Paz,NB-SABS (D.S.0181)
13-0514-00-414631-0-E,Empresa Nacional De Electricidad - Ende,Bienes muebles y de consumo,CD,"Adquisición De Transformadores Trifasicos En 24.9 Kv Elementos De Protección, Ferreteria De Linea, Conductores Electricos Y Postes De Hormigón Para La Operación Y Mantenimiento Del Sistema De Distribución Electrico Ende-Trinidad",Contratado,False,,2013-06-01,Ricardo Augusto Angulo Reynaga (Telf: 4520317-2312865),2013-06-01,Cochabamba,NB-SABS (D.S.0181)
13-0514-00-414945-0-E,Empresa Nacional De Electricidad - Ende,Bienes muebles y de consumo,CD,"Adquisición De Transformadores Trifasicos En 24.9kv, Elementos De Protección, Ferreteria De Linea, Conductores Electricos Y Postes De Hormigon Para La Operación Y Mantenimiento Del Sistema De Distribución Eléctrico Ende-Trinidad",Contratado,False,,2013-06-01,Ricardo Augusto Angulo Reynaga (Telf: 4520317-2312865),2013-06-01,Cochabamba,NB-SABS (D.S.0181)
13-0660-10-386463-1-1,Organo Judicial Departamental Potosi,Obras,ANPE,Refacción Cubierta Casa De Justicia Cotagaita Órgano Judicial Departamental De Potosí,Anulado desde la convocatoria,False,2013-06-14,2013-06-01,Nelson Arcienega Torres (Telf: 6226409),2013-06-06,Potosi,NB-SABS (D.S.0181)
13-0660-14-376273-4-1,Organo Judicial Departamental Cochabamba,Servicios Generales,ANPE,Empastado De Documentacion En Diferentes Tamaños,Contratado,False,2013-06-07,2013-06-01,Scarlet Karina Encinas Vargas (Telf: 4503888),2013-06-12,Cochabamba,NB-SABS (D.S.0181)
13-0660-14-380577-2-1,Organo Judicial Departamental Cochabamba,Servicios Generales,ANPE,Provision Servicio De Pasajes Aereos Para El Organo Judicial Dptal. Cochabamba - Gestion 2013,Desierto,False,2013-06-07,2013-06-01,Scarlet Karina Encinas Vargas (Telf: 4503888),2013-06-07,Cochabamba,NB-SABS (D.S.0181)
13-0660-14-384495-2-1,Organo Judicial Departamental Cochabamba,Bienes,ANPE,Adquisicion De Sillas Semiejecutivas Y Butacas Para Derechos Reales,Desierto,False,2013-06-07,2013-06-01,Scarlet Karina Encinas Vargas (Telf: 4503888),2013-06-12,Cochabamba,NB-SABS (D.S.0181)
13-0906-18-392255-0-E,Gobierno Autonomo Regional Del Chaco Tarijeño - Carapari,Bienes muebles y de consumo,CM,Adquisicion De Productos Metalicos - Manejo De Sistema De Crianza De Ganado Porcino En 6 Distritos,Contratado,False,,2013-06-01,Jose Luis  Romero  Ramirez (Telf: 01046-136225),2013-06-01,Tarija,NB-SABS (D.S.0181)
13-1201-00-386456-1-1,Gobierno Autonomo Municipal De La Paz,Bienes,OF,"Fortalecimiento Del Sistema De Alerta Temprana (Sat) Lote 4:nServicio, Suministro, Instalación Y Ampliación De Red De BasenDe Datos (Fibra Óptica) Fusionador Y Puntero De Luz",Contratado,False,2013-06-24,2013-06-01,Claudia Camacho Ruiz (Telf: 2203034),2013-06-27,La Paz,Normativa del Financiador (BID)
