cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
11-0035-01-299100-0-E,Servicio De Impuestos Nacionales,Bienes inmuebles,CD,Arrendmiento De Un Bien Inmueble Para El Funcionamiento De La Agencia Local Quillacollo,Contratado,False,,2012-02-01,Miguel Angel Viscarra Prudencio (Telf: 2203737 - 2202494),2012-02-01,La Paz,NB-SABS (D.S.0181)
12-0016-00-290555-1-2,Ministerio De Educacion,Servicios Generales,ANPE,Servicio De Empastado Para El Ministerio De Educacion - Gestion 2012,Desierto,False,2012-02-07,2012-02-01,Bernardo Santos Carrillo (Telf: 2441752-2443865),2012-02-15,La Paz,NB-SABS (D.S.0181)
12-0016-00-293349-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional Iii En Políticas Y Programas De Educación Especial,Contratado,False,2012-02-07,2012-02-01,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-02-10,La Paz,NB-SABS (D.S.0181)
12-0016-00-293363-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional Ii En Desarrollo Estrategico,Desierto,False,2012-02-07,2012-02-01,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-02-16,La Paz,NB-SABS (D.S.0181)
12-0020-01-293271-1-1,Fuerza Aerea Boliviana,Bienes,ANPP,Adquisicion De 15.000 Rollos Termicos Para La Emision De E-Ticket Y Guias De Carga.,Contratado,False,2012-02-13,2012-02-01,Erick Sichori Maceda (Telf: 2642061),2012-02-15,La Paz,NB-SABS (D.S.0181)
12-0035-01-293814-0-E,Servicio De Impuestos Nacionales,Arrendamiento de inmuebles,CD,Alquiler De Galpón Para Archivo Institucional De La Gdc- Gestión 2012,Contratado,False,,2012-02-01,Miguel Angel Viscarra Prudencio (Telf: 2203737 - 2202494),2012-02-01,La Paz,NB-SABS (D.S.0181)
12-0076-02-290112-2-1,Servicio Nacional De Geologia Y Tecnico De Minas,Consultoria,ANPE,Geologo SeniornSistema De Informacion Geologica De Bolivia,Contratado,False,2012-02-07,2012-02-01,Marisabel Ajhuacho Barrios (Telf: 2330981),2012-02-08,La Paz,NB-SABS (D.S.0181)
12-0076-02-290134-2-1,Servicio Nacional De Geologia Y Tecnico De Minas,Consultoria,ANPE,Geologo Senior nElaboracion Del Mapa De Depositos Minerales Y Rocas Industriales De Bolivia,Desierto,False,2012-02-07,2012-02-01,Marisabel Ajhuacho Barrios (Telf: 2330981),2012-02-28,La Paz,NB-SABS (D.S.0181)
12-0076-02-290145-2-1,Servicio Nacional De Geologia Y Tecnico De Minas,Consultoria,ANPE,Ingeniero Minero SeniornApoyo Tecnico Al Desarrollo De La Mineria Chica Y Coopertiva,Anulado desde la convocatoria,False,2012-02-07,2012-02-01,Marisabel Ajhuacho Barrios (Telf: 2330981),2012-02-15,La Paz,NB-SABS (D.S.0181)
12-0076-02-290170-2-1,Servicio Nacional De Geologia Y Tecnico De Minas,Consultoria,ANPE,Asesor TecniconInventario De Minas Abandonadas Y Elaboracion Atlas Pasivos Ambientales Mineros,Contratado,False,2012-02-07,2012-02-01,Marisabel Ajhuacho Barrios (Telf: 2330981),2012-02-08,La Paz,NB-SABS (D.S.0181)
