cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
10-0010-00-190864-2-1,Ministerio De Relaciones Exteriores ,Consultoria,ANPE,Consultorias Por Producto  Desarrollo De Correspondencia Del Servicio Exterior\n\nI.	Desarrollo Grafico Del Módulo De Correspondencia \nIi.	Desarrollo De Los Ingresos Del Módulo De Correspondencia\nIii.	 Desarrollo De Salidas Del Módulo De Correspondencia,Desierto,No,2010-07-07,2010-07-01,Felix Tarqui Quisberth (Telf: 2113175 int. 4120),2010-07-15,La Paz,NB-SABS (D.S.0181)
10-0015-12-197594-1-1,Programa De Cedulacion Gratuita,Servicios Generales,ANPE,Contratacion De Seguros,Contratado,No,2010-07-13,2010-07-01,Rudy Jesus Alcon Herrera (Telf: 2117405),2010-07-15,La Paz,NB-SABS (D.S.0181)
10-0015-13-197590-1-1,Apoyo Al Control Social De La ProducciÃ³n De La Hoja De Coca ,Consultoria,OF,"Rediseño, Estructuracion Y Actualizacion Pagina Web Control Social",Desierto,No,2010-07-05,2010-07-01,Juan Abel  Sejas  Tapia (Telf: 2-433389),2010-08-30,La Paz,Otra Normativa especifica
10-0016-00-197635-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional Ii Comunicación Y Difusión Del Spcc,Contratado,No,2010-07-07,2010-07-01,Armando Adolfo Quiroz Calle (Telf: 2441752-2443865),2010-07-14,La Paz,NB-SABS (D.S.0181)
10-0016-00-197637-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratación De Un (1) Consultor Por Producto Para Realizar \nLos Lineamientos Para El Trabajo De Personas Con Necesidades Educativas No Asociadas A Discapacidad,Contratado,No,2010-07-09,2010-07-01,Samuel Yave Miranda (Telf: 2441752-2443865),2010-08-05,La Paz,NB-SABS (D.S.0181)
10-0016-00-197640-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional Ii En Informática Y Estadística Del Spcc,Contratado,No,2010-07-07,2010-07-01,Armando Adolfo Quiroz Calle (Telf: 2441752-2443865),2010-07-12,La Paz,NB-SABS (D.S.0181)
10-0016-00-197645-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratación De Un (1) Consultor Por Producto Para Realizar \nInvestigación Y Producción De Materiales Educativos Del Pueblo Indigena Moseten,Contratado,No,2010-07-07,2010-07-01,Samuel Yave Miranda (Telf: 2441752-2443865),2010-07-15,La Paz,NB-SABS (D.S.0181)
10-0041-00-197652-1-1,Ministerio De Desarrollo Productivo Y EconomÃ­a Plural,Consultoria,ANPE,"Consultoria Individual Por Producto ""Diagnostico E Identificacion De Servicios Financieros, Publicos, Privados Y Cooperacion Internacional Orientados Al Sector De Artesanos, Micro Y Pequeña Empresa Y Organizaciones Campesinas""\nProyecto: Centro De Informacion Y Gestion De La Micro Y Pequeña Empresa",Contratado,No,2010-07-08,2010-07-01,Galo  Perez Velasco  (Telf: 2124242),2010-07-13,La Paz,NB-SABS (D.S.0181)
10-0041-00-197653-1-1,Ministerio De Desarrollo Productivo Y EconomÃ­a Plural,Consultoria,ANPE,"Consultoria Indvidual Por Producto ""Diagnostico E Identificacion De Mercados Internos Y Externos Orientados Para Artesanos, Micro Y Pequeñas Empresas Y Organizaciones Económicas Campesinas""\nProyecto: Centro De Informacion Y Gestion De La Micro Y Pequeña Empresa",Contratado,No,2010-07-08,2010-07-01,Galo  Perez Velasco  (Telf: 2124242),2010-07-13,La Paz,NB-SABS (D.S.0181)
10-0046-00-196063-1-2,Ministerio De Salud Y Deportes,Servicios Generales,ANPP,"Contratacion De Servicios De Transporte De Carga Nivel Local, Nacional E Internacional",Contratado,No,2010-07-14,2010-07-01,Gregorio Espinoza Valencia (Telf: 2486662),2010-07-26,La Paz,NB-SABS (D.S.0181)
