cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
12-1201-00-312417-2-1,Gobierno Autonomo Municipal De La Paz,Obras,ANPE,Implementacion De Señalizacion De Atractivos Turisticos Patrimoniales,Desierto,False,2012-07-06,2012-07-01,Ernesto Millan O. (Telf: 2203034),2012-09-20,La Paz,NB-SABS (D.S.0181)
12-1205-00-340651-0-E,Gobierno Autonomo Municipal De El Alto,Servicios Generales,CD,Direccion De Comunicacion Y Relaciones Publicas L/Municipal Contratacion De Servicio De Difusion De Mensajes Por Medio Escrito,Contratado,False,,2012-07-01,Lourdes Elva Canaviri Mita (Telf: 2829272 - 2829414),2012-07-01,La Paz,NB-SABS (D.S.0181)
12-1424-00-319234-1-1,Gobierno Autonomo Municipal De Andamarca (Santiago De Andamarca),Bienes,ANPE,Equipo De Comunicacionn(Adquisicion De Equipo De Sonido Gobierno Municipal),Contratado,False,2012-07-06,2012-07-01,Jhonny Jose Villca Villca (Telf: 25137033-5259937),2012-07-06,Oruro,NB-SABS (D.S.0181)
12-1712-00-319229-1-1,Gobierno Autonomo Municipal De Yapacani,Obras,ANPP,Construccion De Los Accesos Y Defensivos Con Gaviones En El Puente Vibora Sindicato Viña Del Mar,Contratado,False,2012-07-12,2012-07-01,Hernan Vallez Fernandez (Telf: 933-6167),2012-07-17,Santa Cruz,NB-SABS (D.S.0181)
12-1712-00-319233-1-1,Gobierno Autonomo Municipal De Yapacani,Obras,ANPE,Construcción De Enmallado Posta De Salud Puerto Avaroa,Desierto,False,2012-07-05,2012-07-01,Hernan Vallez Fernandez (Telf: 933-6167),2012-07-05,Santa Cruz,NB-SABS (D.S.0181)
12-1712-00-319235-1-1,Gobierno Autonomo Municipal De Yapacani,Obras,ANPE,Construccion Bateria De Baño U.E. Bibosi,Desierto,False,2012-07-05,2012-07-01,Hernan Vallez Fernandez (Telf: 933-6167),2012-07-18,Santa Cruz,NB-SABS (D.S.0181)
12-1712-00-319236-1-1,Gobierno Autonomo Municipal De Yapacani,Obras,ANPE,Construccion De Tinglado Enmallado U.E. Palmar Del Norte,Desierto,False,2012-07-06,2012-07-01,Hernan Vallez Fernandez (Telf: 933-6167),2012-07-12,Santa Cruz,NB-SABS (D.S.0181)
12-1712-00-319237-1-1,Gobierno Autonomo Municipal De Yapacani,Obras,ANPP,Construccion De Tinglado U.E. San Rafael,Desierto,False,2012-07-13,2012-07-01,Hernan Vallez Fernandez (Telf: 933-6167),2012-07-28,Santa Cruz,NB-SABS (D.S.0181)
12-1712-00-319240-1-1,Gobierno Autonomo Municipal De Yapacani,Obras,ANPP,Construccion De Puente En Sindicato Los Yuquis,Contratado,False,2012-07-13,2012-07-01,Hernan Vallez Fernandez (Telf: 933-6167),2012-07-18,Santa Cruz,NB-SABS (D.S.0181)
12-1713-00-319226-1-1,Gobierno Autonomo Municipal De San Jose De Chiquitos,Servicios Generales,ANPP,Servicio De Desayuno Escolar En San Jose De Chiquitos (Fase Final),Contratado,False,2012-07-12,2012-07-01,Jose Luis Cuellar Landivar (Telf: 3-9722084),2012-07-12,Santa Cruz,NB-SABS (D.S.0181)
12-1713-00-319227-1-1,Gobierno Autonomo Municipal De San Jose De Chiquitos,Obras,ANPE,Construccion Baño Y Deposito En El Barrio 15 De Agosto De San Jose De Chiquitos,Contratado,False,2012-07-06,2012-07-01,Jose Luis Cuellar Landivar (Telf: 3-9722084),2012-07-09,Santa Cruz,NB-SABS (D.S.0181)
12-1713-00-319228-1-1,Gobierno Autonomo Municipal De San Jose De Chiquitos,Obras,ANPE,Construccion Baño Y Deposito En El Barrio 8 De Diciembre De San Jose De Chiquitos,Contratado,False,2012-07-06,2012-07-01,Jose Luis Cuellar Landivar (Telf: 3-9722084),2012-08-07,Santa Cruz,NB-SABS (D.S.0181)
12-1713-00-319230-1-1,Gobierno Autonomo Municipal De San Jose De Chiquitos,Obras,ANPE,Construccion Plazuela Barrio San Antonio (1ra. Fase) En San Jose De Chiquitos,Contratado,False,2012-07-06,2012-07-01,Jose Luis Cuellar Landivar (Telf: 3-9722084),2012-08-07,Santa Cruz,NB-SABS (D.S.0181)
12-1713-00-319232-1-1,Gobierno Autonomo Municipal De San Jose De Chiquitos,Obras,ANPE,Ampliacion Galpon En La Comunidad Candelaria De San Jose De Chiquitos,Contratado,False,2012-07-06,2012-07-01,Jose Luis Cuellar Landivar (Telf: 3-9722084),2012-07-09,Santa Cruz,NB-SABS (D.S.0181)
12-1810-00-362877-0-E,Gobierno Autonomo Municipal De Santa Ana,Medicamentos,EX,Adquisicion De Insumos Correspondiente A La Primer Entrega Para Los Pacientes Asegurados Del Sumi Correspondiente A La Gestion 2012,Contratado,False,,2012-07-01,Ernestina Mejia Arriaza (Telf: 34842062),2012-07-01,Beni,NB-SABS (D.S.0181)
11-0086-00-327292-0-E,Ministerio De Medio Ambiente Y Agua ,Consultoria,OF,Construccion Sistema De Agua Potable Caranavi Fase  I ,Contratado,False,,2012-07-02,Elva Gonzales Lopez (Telf: 2115571),2012-07-02,La Paz,Normativa del Financiador (BID)
12-0016-00-312101-2-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Relojes Biométricos,Contratado,False,2012-07-06,2012-07-02,Rurik Sergio Blanco Iriarte (Telf: 2441752-2443865),2012-07-18,La Paz,NB-SABS (D.S.0181)
12-0016-00-314077-1-2,Ministerio De Educacion,Bienes,ANPP,Adquisición De Servidores Tipo Blade,Contratado,False,2012-07-12,2012-07-02,Rurik Sergio Blanco Iriarte (Telf: 2441752-2443865),2012-07-20,La Paz,NB-SABS (D.S.0181)
12-0016-00-319383-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional V En Acreditacion,Contratado,False,2012-07-06,2012-07-02,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-07-12,La Paz,NB-SABS (D.S.0181)
12-0016-00-319412-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional V Educacion Inicial En Familia Comunitaria En Zonas De Fronteras Y Poblaciones Vulnerables,Contratado,False,2012-07-06,2012-07-02,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-07-13,La Paz,NB-SABS (D.S.0181)
12-0016-00-319453-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional V Programa Para Padres,Contratado,False,2012-07-06,2012-07-02,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-07-13,La Paz,NB-SABS (D.S.0181)
12-0016-00-319478-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea- Profesional V En Base De Datos De Educacion Basica,Desierto,False,2012-07-06,2012-07-02,Janett Conzuelo Peñarrieta Peñarrieta (Telf: 2441752-2443865),2012-07-18,La Paz,NB-SABS (D.S.0181)
12-0020-09-319379-1-1,Escuela Militar De Ingenieria - Emi,Bienes,ANPE,"Contratación Para La Adquisición De Material De Escritorio Para La Unidad Académica Cochabamba, 2er. Semestre Gestión 2012",Anulado desde la convocatoria,False,2012-07-06,2012-07-02,Ivan Paredes Saavedra (Telf: 2431641),2012-07-03,La Paz,NB-SABS (D.S.0181)
12-0035-01-358241-0-E,Servicio De Impuestos Nacionales,Arrendamiento de inmuebles,CD,Arrendamiento De Un Inmueble Para Archivo Institucional Del S.I.N.,Contratado,False,,2012-07-02,Pedro Santos Bascope Apaza (Telf: 2203737 - 2202494),2012-07-02,La Paz,NB-SABS (D.S.0181)
12-0046-00-338167-0-E,Ministerio De Salud Y Deportes,Servicios Generales,CD,Publicación Pastillas Informativas,Contratado,False,,2012-07-02,Daysi Ximena Flores Muñoz (Telf: 2486662),2012-07-02,La Paz,NB-SABS (D.S.0181)
12-0047-23-319244-1-1,Programa De Apoyo A La Seguridad Alimentaria - Pasa,Consultoria,ANPE,"Consultor Individual De Linea Analista Ii nProyecto Apoyo A La Produccion Familiar Campesina E Indigena En Los Cultivos De Papa, Cebolla, Tomate Y Zanahoria (Pctz-Pasa)",Desierto,False,2012-07-06,2012-07-02,Yerko Carlos Palacios Tellez (Telf: 2-900250 - 2-900251),2012-07-11,La Paz,NB-SABS (D.S.0181)
12-0047-71-319385-1-1,Programa Desarrollo Forestal ,Consultoria,ANPE,Consultores De Linea - Tecnico De Apoyo En Silvicultura Para El Municipio De Chimore,Anulado desde la convocatoria,False,2012-07-09,2012-07-02,Nilda Guzman Montaño (Telf: 24116171),2012-07-03,Cochabamba,NB-SABS (D.S.0181)
12-0047-71-319437-1-1,Programa Desarrollo Forestal ,Consultoria,ANPE,Consultores De Linea -   Responsable Especialista En Adquisiciones Y Contrataciones,Contratado,False,2012-07-09,2012-07-02,Nilda Guzman Montaño (Telf: 24116171),2012-07-10,Cochabamba,NB-SABS (D.S.0181)
12-0051-30-319462-1-1,Programa De Desarrollo Concurrente Regional - Pdcr ,Consultoria,OF,Especialista En Pueblos Indígena Originario Campesinos - Uon Pdcr,Contratado,False,2012-07-17,2012-07-02,Walter Gabriel Avila Quelali (Telf: 2-110934),2012-07-30,La Paz,Normativa del Financiador (BM)
12-0051-30-319525-1-1,Programa De Desarrollo Concurrente Regional - Pdcr ,Consultoria,OF,Diseño Y Promoción De Circuitos Turísticos En La Región De Los Cintis Del Departamento De Chuquisaca,Contratado,False,2012-07-17,2012-07-02,Walter Gabriel Avila Quelali (Telf: 2-110934),2012-08-07,La Paz,Normativa del Financiador (BM)
12-0051-30-319533-1-1,Programa De Desarrollo Concurrente Regional - Pdcr ,Consultoria,OF,"Diagnóstico De Impacto Ambiental En La Zona De Las Chapeadas De La Región De Los Cintis, Del Departamento De Chuquisaca",Contratado,False,2012-07-17,2012-07-02,Walter Gabriel Avila Quelali (Telf: 2-110934),2012-08-02,La Paz,Normativa del Financiador (BM)
12-0078-15-338488-0-E,Entidad Ejecutora De Conversion A Gas Natural Vehicular - Eec-Gnv,Bienes muebles y de consumo,OF,Adquisicion De Cilindros De Gnv,Contratado,False,,2012-07-02,Karen Pamela Eguivar Del Castillo (Telf: 2146398 - 2146378),2012-07-02,La Paz,Otra Normativa especifica
12-0138-00-318758-1-1,Universidad Mayor Real Y Pontificia De San Francisco Xavier,Bienes,ANPE,Adquisición De Material De Escritorio Para Stock De Almacén De La U.M.R.P.S.F.X.Ch.,Contratado,False,2012-07-09,2012-07-02,Janeth Iglesias Ordoñez (Telf: 6451970),2012-07-13,Chuquisaca,NB-SABS (D.S.0181)
12-0141-00-317243-2-1,Universidad Mayor De San Simon Umss,Consultoria,ANPE,Contratación De Un (1) Encargado De Suministros Odontologicos  Para El Posgrado De La Facultad De Odontologia,Contratado,False,2012-07-06,2012-07-02,Darwin Peredo Rojas (Telf: 4524782),2012-07-06,Cochabamba,NB-SABS (D.S.0181)
12-0143-00-310999-2-1,Universidad Autonoma Tomas Frias,Obras,LP,Construcción Edificio  Subsede Universitaria Uncia Fase Final Uatf,Contratado,False,2012-07-23,2012-07-02,Victor Hugo Cardenas Paz (Telf: 62-27332),2012-08-09,Potosi,NB-SABS (D.S.0181)
12-0143-00-319273-1-1,Universidad Autonoma Tomas Frias,Bienes,ANPE,Adquisicion De Equipos De Computacion   Equipamiento Mobiliarioacademico   Carrera De Matematicas     U.A.T.F.,Contratado,False,2012-07-06,2012-07-02,Victor Hugo Cardenas Paz (Telf: 62-27332),2012-07-09,Potosi,NB-SABS (D.S.0181)
12-0143-00-319335-1-1,Universidad Autonoma Tomas Frias,Obras,LP,"Construcción Carrera De Trabajo Social   Fase Final  U.A.T.F""",Contratado,False,2012-07-24,2012-07-02,Victor Hugo Cardenas Paz (Telf: 62-27332),2012-08-09,Potosi,NB-SABS (D.S.0181)
12-0148-00-319475-1-1,Universidad Amazonica De Pando,Consultoria,ANPE,Consultoria Por Producto Modalidad De  Graduacion Para El Instituto Tecnologico De Puerto Rico.,Contratado,False,2012-07-06,2012-07-02,Guido Zampiery Taborga (Telf: 8422411),2012-07-06,Pando,NB-SABS (D.S.0181)
12-0152-00-319463-1-1,Servicio Nacional  De Defensa Publica - Senadep,Consultoria,ANPE,Contratación De Consultores Individuales En Línean(2)  Defensores  Públicos Y (1) Abogado Asistente  Para El Área Rural Del País,Contratado,False,2012-07-09,2012-07-02,Celso Orlando  Vargas  Vallejos  (Telf: 2114757),2012-07-17,La Paz,NB-SABS (D.S.0181)
12-0206-00-319166-1-1,Instituto Nacional De Estadistica - Ine,Consultoria,ANPE,"Contratacion De Consultores Individuales De Linea ""Once (11) Transcriptores"", Para La Paz- Proyecto Encuesta Anual A La Industria, Manufacturera, Comercios Y Servicios",Contratado,False,2012-07-09,2012-07-02,Marina Santos Pacheco (Telf: 2222333),2012-07-10,La Paz,NB-SABS (D.S.0181)
12-0210-00-328571-0-E,Unidad De Analisis De Politicas Sociales Y Economicas Udape,Consultoria,OF,Diseño Operacional E Implementacion De Un Sistema De Monitoreo De Programas De Erradicacion De Extrema Pobreza De Bolivia,Contratado,False,,2012-07-02,Ciria Jeannette Mendoza Peña (Telf: 2375512),2012-07-17,La Paz,Normativa del Financiador (BID)
12-0210-00-339557-0-E,Unidad De Analisis De Politicas Sociales Y Economicas Udape,Consultoria,OF,Diseño E Implementacion Del Registro Unico De Beneficiarios De Programas De Erradicacion Extrema Pobreza,Contratado,False,,2012-07-02,Ciria Jeannette Mendoza Peña (Telf: 2375512),2012-07-02,La Paz,Normativa del Financiador (BID)
12-0212-00-319306-1-1,Instituto Nacional De Reforma Agraria Inra,Servicios Generales,ANPE,Servicios De Mantenimiento (Pintado De Muro Exterior E Interior) Edificio Inra / Departamental Santa Cruz,Contratado,False,2012-07-06,2012-07-02,Jose Ivar Mollo Vino (Telf: 2408757 - 2407694),2012-07-09,La Paz,NB-SABS (D.S.0181)
12-0212-00-319479-1-1,Instituto Nacional De Reforma Agraria Inra,Consultoria,OF,Contratación De Consultores Individuales: Evaluador Juridico; Profesional Iii Juridico - Unidad De Saneamiento Region Llanos-Dn (Fnd),Desierto,False,2012-07-10,2012-07-02,Juan Carlos Criales Castel (Telf: 2408757 - 2407694),2012-07-10,La Paz,Normativa del Financiador (BID)
12-0242-00-319278-1-1,Comando De Ingenieria Del Ejercito,Servicios Generales,ANPP,"Provisión Y Colocado De Señalización Vertical Y Demarcación De Fajas Amarillas Y Blancas, Proyecto Puna Belen",Contratado,False,2012-07-12,2012-07-02,Daniela Veronica Villarroel Flores (Telf: 2149332 - 2149345),2012-07-24,La Paz,NB-SABS (D.S.0181)
