cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
12-0035-01-331695-1-1,Servicio De Impuestos Nacionales,Bienes,ANPE,Adquisicion De Dos (2) Fotocopiadoras Alto Trafico,Contratado,False,2012-09-07,2012-09-01,Humberto Lima Segovia (Telf: 2203737 - 2202494),2012-09-10,La Paz,NB-SABS (D.S.0181)
12-0144-00-331273-1-1,Universidad Nacional Siglo Xx,Bienes,ANPP,Adquisición Material Bibliografico Para Las Bibliotecas De La Unsxx-Dga,Contratado,False,2012-09-13,2012-09-01,Adolfo Calisaya Poma (Telf: 72455461),2012-10-17,Potosi,NB-SABS (D.S.0181)
12-0206-00-331686-1-1,Instituto Nacional De Estadistica - Ine,Bienes,ANPE,Adquisicion De Papel Bond Tamaño Resma Para El Proyecto Fortalecimiento De La Capacidad Estadistica Y La Base De Información Para La Planificación Basada En Evidencias,Cancelado,False,2012-09-07,2012-09-01,Rosa Paola Burgoa Beltran (Telf: 2222333),,La Paz,NB-SABS (D.S.0181)
12-0225-00-331672-1-1,Servicio Nacional Para La  Sostenibilidad De Los Servicios En Saneamiento Básico - Senasba,Bienes,OF,Adquisicion Escritorios Y Sillones n4 Gobernaciones Departamentales,Contratado,False,2012-09-17,2012-09-01,Ximena Mercedes Berdeja Montero (Telf: 2152404),2012-09-18,La Paz,Normativa del Financiador (BID)
12-0225-00-331674-1-1,Servicio Nacional Para La  Sostenibilidad De Los Servicios En Saneamiento Básico - Senasba,Consultoria,OF,Técnico En Desarrollo Comunitario  La Paz - Unasbvi/Gad,Contratado,False,2012-09-14,2012-09-01,Ximena Mercedes Berdeja Montero (Telf: 2152404),2012-09-21,La Paz,Normativa del Financiador (BID)
12-0287-02-328692-3-1,Fondo Nacional De Inversion Productiva Y Social  -  Cochabamba,Obras,CD,Mej. Y Ampl. Microriego Bañado Redondo (Pasorapa),Desierto,False,2012-09-06,2012-09-01,Wilde Roberto Camacho Salazar (Telf: 4443135),2012-09-06,Cochabamba,NB-SABS (D.S.0181)
12-0287-02-328693-3-1,Fondo Nacional De Inversion Productiva Y Social  -  Cochabamba,Obras,CD,Const. Perf. De Pozo Y Sist. Agua Potable J.V.3 (Punata),Contratado,False,2012-09-06,2012-09-01,Wilde Roberto Camacho Salazar (Telf: 4443135),2012-09-06,Cochabamba,NB-SABS (D.S.0181)
12-0287-02-328697-3-1,Fondo Nacional De Inversion Productiva Y Social  -  Cochabamba,Obras,CD,Const. Sist. Microriego Hacienda Pampa - Huerta Kucho (Pocona),Contratado,False,2012-09-06,2012-09-01,Wilde Roberto Camacho Salazar (Telf: 4443135),2012-09-06,Cochabamba,NB-SABS (D.S.0181)
12-0287-02-328702-3-1,Fondo Nacional De Inversion Productiva Y Social  -  Cochabamba,Obras,CD,Const. Sist. Microriego Jatun Cienega (Tapacari),Desierto,False,2012-09-06,2012-09-01,Wilde Roberto Camacho Salazar (Telf: 4443135),2012-09-10,Cochabamba,NB-SABS (D.S.0181)
12-0287-02-328834-3-1,Fondo Nacional De Inversion Productiva Y Social  -  Cochabamba,Obras,CD,Const. Sist. Integrado Agua Potable Siglo Xx (Sacaba),Contratado,False,2012-09-06,2012-09-01,Wilde Roberto Camacho Salazar (Telf: 4443135),2012-09-06,Cochabamba,NB-SABS (D.S.0181)
12-0287-02-328974-3-1,Fondo Nacional De Inversion Productiva Y Social  -  Cochabamba,Obras,CD,Const. Sist. Microriego Pajcha Chiuchi Abajo (Pocona),Contratado,False,2012-09-06,2012-09-01,Wilde Roberto Camacho Salazar (Telf: 4443135),2012-09-06,Cochabamba,NB-SABS (D.S.0181)
12-0287-02-330179-2-1,Fondo Nacional De Inversion Productiva Y Social  -  Cochabamba,Obras,CD,Mej. Y Ampl. Agua Potable Paracti (Colomi),Contratado,False,2012-09-06,2012-09-01,Wilde Roberto Camacho Salazar (Telf: 4443135),2012-09-06,Cochabamba,NB-SABS (D.S.0181)
