cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
14-0006-00-461720-0-E,Vicepresidencia Del Estado Plurinacional,Servicios Generales,CM,Servicio De Impresion Del Libro Identidad Boliviana,Contratado,False,,2014-04-01,Richar Rivero Morales (Telf: 22142802),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0006-00-462562-0-E,Vicepresidencia Del Estado Plurinacional,Servicios Generales,CM,Adquisicion De Pasajes Internacionales 1,Contratado,False,,2014-04-01,Richar Rivero Morales (Telf: 22142802),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0006-00-462950-0-E,Vicepresidencia Del Estado Plurinacional,Servicios Generales,CM,Provision De Pasajes Internacionales 4,Contratado,False,,2014-04-01,Richar Rivero Morales (Telf: 22142802),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0006-00-466096-0-E,Vicepresidencia Del Estado Plurinacional,Servicios Generales,CM,Adquisicion De Pasajes Internacionales 5,Contratado,False,,2014-04-01,Richar Rivero Morales (Telf: 22142802),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0015-00-457486-1-1,Ministerio De Gobierno,Consultoria,ANPE,Experto En La Elaboracion Y Seguimiento De Proyectos,Contratado,False,2014-04-07,2014-04-01,Ariel Sainz Mendieta (Telf: 2440466),2014-04-10,La Paz,NB-SABS (D.S.0181)
14-0015-00-536754-0-E,Ministerio De Gobierno,Supervision Tecnica,OF,Consultoria Por Producto Supervision Tecnica De Obra,Contratado,False,,2014-04-01,Maria Isabel Fernandez Sossa (Telf: 2440466),2014-04-01,La Paz,Otra Normativa especifica
14-0015-01-457535-0-E,Policia Boliviana,Bienes muebles y de consumo,CM,Adquisicion De Una Impresora Hp Designjet T520 E Printer 36,Contratado,False,,2014-04-01,Leticia Pilar Zapana Huchani (Telf: 2-433211),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0015-22-457608-1-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes,ANPP,Adquisición De Sobre Carpas Para El C.E.O. Sbtte. Gironda,Desierto,False,2014-04-11,2014-04-01,Freddy Oscar Cutili Chuquimia (Telf: 2113837 - 2115294),2014-04-23,La Paz,NB-SABS (D.S.0181)
14-0015-22-461594-0-E,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Medicamentos,CM,Adquisicion De Insumos Y Productos Para La Sección De Veterinaria Del Cacdd De La Felcn,Contratado,False,,2014-04-01,Margot Cazon Cuenca (Telf: 2113837 - 2115294),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0015-22-462158-0-E,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes muebles y de consumo,CM,Adquisición De Alimento Balanceado Para Canes De La Jefatura Nacional Del Cacdd,Contratado,False,,2014-04-01,Margot Cazon Cuenca (Telf: 2113837 - 2115294),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0015-22-462312-0-E,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes muebles y de consumo,CM,Adquisición De Concertina Metálica Para El Cerco Del Centro De Operaciones Antinarcóticos Yapacani,Contratado,False,,2014-04-01,Margot Cazon Cuenca (Telf: 2113837 - 2115294),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0016-00-457370-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un (1) Consultor Por Producto Para Soporte Y Capacitacion Educacion Alternativan(Primera Convocatoria),Contratado,False,2014-04-07,2014-04-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2014-04-08,La Paz,NB-SABS (D.S.0181)
14-0016-00-459779-0-E,Ministerio De Educacion,Servicios Generales,CM,Servicio De Impresión De Cartillas Nacionales De La 4ta Olimpiada Cientifica Estudiantil Plurinacional Boliviana,Contratado,False,,2014-04-01,Elena Condori Chura (Telf: 2441752-2443865),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0016-00-459889-0-E,Ministerio De Educacion,Bienes muebles y de consumo,CM,Adquisicion De Televisor A Color Led,Contratado,False,,2014-04-01,Guzman Ticona Chinche (Telf: 2441752-2443865),2014-04-01,La Paz,NB-SABS (D.S.0181)
14-0016-10-442793-3-1,Programa Nacional De Post Alfabetización - Pnp,Consultoria,ANPE,Contratación De Un (1) Consultor Individual De Linea Profesional Viii En Gestion Institucional,Contratado,False,2014-04-07,2014-04-01,Richard Delfin Mamani Huanca (Telf: 2912414),2014-04-08,La Paz,NB-SABS (D.S.0181)
