cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
08-0106-00-162467-0-E,Fondo Nacional De Desarrollo Alternativo Fonadal,Consultoria,OF,Asistente De Asesoria Legal,Contratado,No,,2009-04-01,Luz Vivian Melgar  Roca  (Telf: 2786405),2009-04-01,La Paz,Otra Normativa especifica
08-0356-00-125381-1-2,Prefectura Del Departamento De Tarija,Bienes muebles y de consumo,LP,Adquisicion De Equipo Para El Proyecto Construccion Camino Saladito - Serrania Tapecua,Contratado,No,2009-04-24,2009-04-01,Marco Alonzo Julio Cano Tapia (Telf: 66-42020),2009-06-23,Tarija,NB-SABS (29190)
09-0016-00-132796-2-1,Ministerio De Educacion,Consultoria,ANPE,Cosultoria Individual De Linea - Profesional Ii En Distribucion,Desierto,No,2009-04-08,2009-04-01,Carla Velasquez Miranda (Telf: 2441752-2443865),2009-04-09,La Paz,NB-SABS (29190)
09-0020-09-132008-2-1,Escuela Militar De Ingenieria - Emi,Servicios Generales,ANPE,Contratación  De  Servicio De Limpieza De Las Instalaciones De La Emi Sta. Cruz Gestion 2009 Segunda Convocatoria,Contratado,No,2009-04-08,2009-04-01,Marco Antonio Romay Taborga (Telf: 2431641),2009-04-13,La Paz,NB-SABS (29190)
09-0020-09-132013-2-1,Escuela Militar De Ingenieria - Emi,Servicios Generales,ANPE,Contratación  De  Servicio Fotocopias Y Anillados Emi Scz. Gestion 2009 Segunda Convocatoria,Contratado,No,2009-04-08,2009-04-01,Marco Antonio Romay Taborga (Telf: 2431641),2009-04-13,La Paz,NB-SABS (29190)
09-0046-20-135409-1-1,Seguro Social Universitario - La Paz,Medicamentos,ANPE,Adquisición De Reactivos E Insumos Para Laboratorio Clínico,Contratado,No,2009-04-09,2009-04-01,Paula Paniagua Sanchez (Telf: 2225048),2009-04-27,La Paz,NB-SABS (29190)
09-0046-20-135414-1-1,Seguro Social Universitario - La Paz,Medicamentos,ANPE,Adquisición De Medicamentos E Insumos Para Odontología,Contratado,No,2009-04-08,2009-04-01,Paula Paniagua Sanchez (Telf: 2225048),2009-04-17,La Paz,NB-SABS (29190)
09-0046-20-135417-1-1,Seguro Social Universitario - La Paz,Servicios Generales,ANPE,Provisión De Oxígeno Medicinal A Requerimiento,Desierto,No,2009-04-08,2009-04-01,Paula Paniagua Sanchez (Telf: 2225048),2009-05-20,La Paz,NB-SABS (29190)
09-0047-15-135426-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Bienes inmuebles,ANPE,Adquisicion De Aires Acondicionados Tipo Split Para Las Oficinas De La Direccion Nacional Del Senasag.,Contratado,No,2009-04-08,2009-04-01,Jhonny  Rendon  Perez (Telf: 3-46281085),2009-04-13,Beni,NB-SABS (29190)
09-0047-23-135500-1-1,Programa De Apoyo A La Seguridad Alimentaria - Pasa,Consultoria,ANPE,Responsable De Ordenamiento Y Sistematizacion De Archivo Institucional De La Ud-Pasa,Contratado,No,2009-04-09,2009-04-01,Evelin Esperanza Aviles Maldonado (Telf: 2-900250 - 2-900251),2009-04-13,La Paz,NB-SABS (29190)
