cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
10-0010-00-214745-1-1,Ministerio De Relaciones Exteriores ,Bienes,ANPP,Compra De Dos Minibuses Diplomaticos Y Dos Vehiculos,Desierto,No,2010-11-12,2010-11-01,Felix Tarqui Quisberth (Telf: 2113175 int. 4120),2010-11-12,La Paz,NB-SABS (D.S.0181)
10-0010-00-214750-1-1,Ministerio De Relaciones Exteriores ,Bienes,ANPP,Compra De Dos Camionetas,Desierto,No,2010-11-12,2010-11-01,Felix Tarqui Quisberth (Telf: 2113175 int. 4120),2010-11-12,La Paz,NB-SABS (D.S.0181)
10-0010-00-214753-1-1,Ministerio De Relaciones Exteriores ,Bienes,ANPP,Compra De Dos Vagonetas,Contratado,No,2010-11-12,2010-11-01,Felix Tarqui Quisberth (Telf: 2113175 int. 4120),2010-11-17,La Paz,NB-SABS (D.S.0181)
10-0015-00-214243-1-1,Ministerio De Gobierno,Consultoria,ANPE,Elaboración De Un Microprograma Piloto Y Cinco Microprogramas Informativos,Desierto,No,2010-11-08,2010-11-01,Edwin Efrain Contreras Mamani (Telf: 2440466),2010-12-31,La Paz,NB-SABS (D.S.0181)
10-0020-00-201452-2-1,Ministerio De Defensa ,Servicios Generales,LP,"Contratacion De: ""Seguro Contra Accidentes Personales Para Soldados Y/O Marineros De Las Fuerzas Armadas""",Contratado,No,2010-11-23,2010-11-01,Jenny Luz Huanca Villegas (Telf: 2432525  int 4209),2010-12-01,La Paz,NB-SABS (D.S.0181)
10-0020-00-214659-1-1,Ministerio De Defensa ,Servicios Generales,ANPP,Servicio De Limpieza Para El Ministerio De Defensa Y Sus Reparticiones Gestion 2011,Desierto,No,2010-11-15,2010-11-01,Guadalupe Torrez De Rocha (Telf: 2432525  int 4209),2010-11-24,La Paz,NB-SABS (D.S.0181)
10-0020-04-214703-1-1,Secretaria Pro - TÃ©mpore Ix Cmda,Servicios Generales,ANPE,"Servicio De Alquiler De Intercomunicadores Moviles (Handys), Radio Base Y Repetidora Para La Ix Conferencia De Ministros De Defensa De Las Americas",Contratado,No,2010-11-09,2010-11-01,Wilfredo  Chavarria Portanda  (Telf: 2610565 - 2610556),2010-11-10,La Paz,NB-SABS (D.S.0181)
10-0020-04-214713-1-1,Secretaria Pro - TÃ©mpore Ix Cmda,Servicios Generales,ANPE,Servicio De Credencializacion Para La Ix Conferencia De Ministros De Defensa De Las Americas,Contratado,No,2010-11-09,2010-11-01,Wilfredo  Chavarria Portanda  (Telf: 2610565 - 2610556),2010-11-10,La Paz,NB-SABS (D.S.0181)
10-0020-04-214765-1-1,Secretaria Pro - TÃ©mpore Ix Cmda,Servicios Generales,ANPE,Servicio De Gasto De Alimentacion Para El Almuerzo Cultural De La Ix Conferencia De Ministros De Defensa De Las Américas,Contratado,No,2010-11-09,2010-11-01,Wilfredo  Chavarria Portanda  (Telf: 2610565 - 2610556),2010-11-10,La Paz,NB-SABS (D.S.0181)
10-0020-04-214767-1-1,Secretaria Pro - TÃ©mpore Ix Cmda,Servicios Generales,ANPE,Servicio De Alquiler De Vehiculos Para La Ix Conferencia De Ministros De Defensa De Las Américas,Contratado,No,2010-11-09,2010-11-01,Wilfredo  Chavarria Portanda  (Telf: 2610565 - 2610556),2010-11-10,La Paz,NB-SABS (D.S.0181)
10-0025-06-225101-0-E,Direccion Nacional De Comunicacion Social - Ministerio De La Presidencia,Servicios Generales,CD,"La Bolivia De Hoy, No Discrimina 480",Contratado,No,,2010-11-01,Freddy Amadeo Lima Segales (Telf: 2200402),2010-11-01,La Paz,NB-SABS (D.S.0181)
10-0025-06-234470-0-E,Direccion Nacional De Comunicacion Social - Ministerio De La Presidencia,Servicios Generales,CD,Bono Juancito Pinto 2010 300-35,Contratado,No,,2010-11-01,Freddy Amadeo Lima Segales (Telf: 2200402),2010-11-01,La Paz,NB-SABS (D.S.0181)
10-0025-06-234479-0-E,Direccion Nacional De Comunicacion Social - Ministerio De La Presidencia,Servicios Generales,CD,Bono Juancito Pinto 2010 300-35-2,Contratado,No,,2010-11-01,Freddy Amadeo Lima Segales (Telf: 2200402),2010-11-01,La Paz,NB-SABS (D.S.0181)
10-0030-00-211466-2-1,Ministerio De Justicia,Bienes,ANPE,Adquisicion De 3 Equipos De Computación Para El Vic. De Justicia Y Derechos Fundamentales,Contratado,No,2010-11-08,2010-11-01,David Angel Quispe Saravia (Telf: 2313922),2010-11-11,La Paz,NB-SABS (D.S.0181)
10-0030-00-214599-1-1,Ministerio De Justicia,Bienes,ANPE,Adquisicion De 7 Impresoras Para Los Centros Integrados De Justicia,Contratado,No,2010-11-08,2010-11-01,David Angel Quispe Saravia (Telf: 2313922),2010-11-11,La Paz,NB-SABS (D.S.0181)
10-0035-01-171869-3-1,Servicio De Impuestos Nacionales,Bienes,ANPE,Adquisición De Repuestos Para Aire Acondicionado\nPor Solicitud De Propuestas,Desierto,No,2010-11-08,2010-11-01,Nilton Jose Prado Tarque (Telf: 2203737 - 2202494),2010-12-15,La Paz,NB-SABS (D.S.0181)
