cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
13-1205-00-599043-0-E,Gobierno Autonomo Municipal De El Alto,Obras,CD,"Const. Coliseo Cerrado Anexo 25 De Julio D4 - El Alto, Localizacion: Distrital",Contratado,False,,2015-10-01,Miguel Mejia Ali (Telf: 2829272 - 2829414),2013-05-29,La Paz,NB-SABS (D.S.0181)
13-1205-00-599073-0-E,Gobierno Autonomo Municipal De El Alto,Obras,CD,"Const. Coliseo Cerrado Anexo 25 De Julio D4 - El Alto, Localizacion: Distrital",Contratado,False,,2015-10-01,Miguel Mejia Ali (Telf: 2829272 - 2829414),2013-05-29,La Paz,NB-SABS (D.S.0181)
14-0139-00-598914-0-E,Universidad Mayor De San Andres - Umsa,Servicios Generales,CM,Personal Para Apoyo Administrativo Financiero En Tesoreria,Contratado,False,,2015-10-01,Angel Vargas Vargas (Telf: 2441994),2014-01-16,La Paz,NB-SABS (D.S.0181)
14-0139-00-599122-0-E,Universidad Mayor De San Andres - Umsa,Bienes,CM,Sistema De Alarmas E Instalación En Diferentes Predios De La Umsa,Contratado,False,,2015-10-01,Angel Vargas Vargas (Telf: 2441994),2014-05-25,La Paz,NB-SABS (D.S.0181)
15-0010-00-599020-0-E,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,Servicio De Impresión De 2000 Ejemplares Cartillas Informativas Politicas De Integración Local - Testimonio De Un Refugiado (Conare - Bolivia) ,Contratado,False,,2015-10-01,Marcia Paola Guzman Castro (Telf: 2113175 int. 4120),2015-09-11,La Paz,NB-SABS (D.S.0181)
15-0016-00-599188-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Material De Escritorio Para El Almacen Del Ministerio De Educacion,Contratado,False,2015-10-07,2015-10-01,Angelica Concepcion Trujillo Blanco (Telf: 2441752-2443865),2015-10-13,La Paz,NB-SABS (D.S.0181)
15-0030-00-599186-0-E,Ministerio De Justicia,Consultoria,CM,Consultor(A) Por Producto Promotor Indigena De Tierras Bajas,Contratado,False,,2015-10-01,Daynor Maceda Puma (Telf: 2313838 - 2158900),2015-08-14,La Paz,NB-SABS (D.S.0181)
15-0035-01-597983-0-E,Servicio De Impuestos Nacionales,Consultoria,CM,Contratación De Un (1) Consultor De Linea Abogado Y/O Profecional En Areas Economicas Para Apoyo Al Departamento Juridico De La Gerencia Distrital La Paz Ii,Contratado,False,,2015-10-01,Nelbi Xavier Gonzales (Telf: 2203737 - 2202494),2015-09-08,La Paz,NB-SABS (D.S.0181)
15-0035-01-598790-0-E,Servicio De Impuestos Nacionales,Consultoria,CM,"Contratacion De Un Consultor De Linea Profesional V-A Para El Proyecto Apoyo A Areas Operativas De Fiscalizacion 2015 En Fisalizaciones, Verificaciones Internas Y Otras Tareas De La Gerencia Distrital Quillacollo",Contratado,False,,2015-10-01,Silvia Katherine Aparicio Rocha (Telf: 2203737 - 2202494),2015-09-04,La Paz,NB-SABS (D.S.0181)
15-0035-09-597886-0-E,Unidad De Coordinacion De Programas Y Proyectos Ucpp - Ministerio De Economia Y Finanzas Publicas,Servicios Generales,CM,"Provision De Utiles De Capacitacion (Morrales), Para El Seminario Inernacional Marx Vive 2015",Contratado,False,,2015-10-01,Miriam Cayo Arozamen (Telf: 2311198),2015-09-03,La Paz,NB-SABS (D.S.0181)
15-0035-09-597935-0-E,Unidad De Coordinacion De Programas Y Proyectos Ucpp - Ministerio De Economia Y Finanzas Publicas,Servicios Generales,CM,Provision De Utiles  De Capacitcion - Morrales - Para El Seminario Internacional Marx Vive 2015,Contratado,False,,2015-10-01,Miriam Cayo Arozamen (Telf: 2311198),2015-09-09,La Paz,NB-SABS (D.S.0181)
15-0041-00-592180-2-1,Ministerio De Desarrollo Productivo Y Economía Plural,Bienes,ANPE,Adquisicion De Un Servidor De Aplicaciones,Contratado,False,2015-10-07,2015-10-01,Jeannette Evelyn Salguero  Zabalaga (Telf: 2144235),2015-10-09,La Paz,NB-SABS (D.S.0181)
15-0041-00-599113-0-E,Ministerio De Desarrollo Productivo Y Economía Plural,Consultoria,CM,Consultoria De  Linea - Profesional En Codigo De Comercio,Contratado,False,,2015-10-01,Jeannette Evelyn Salguero  Zabalaga (Telf: 2144235),2015-09-01,La Paz,NB-SABS (D.S.0181)
15-0041-00-599139-0-E,Ministerio De Desarrollo Productivo Y Economía Plural,Consultoria,CM,Estudios De Suelos Proyecto Implementacion Del Complejo Piscicola En El Tropico De Cochabamba - Senda Iii Chimore-Chapare,Contratado,False,,2015-10-01,Jeannette Evelyn Salguero  Zabalaga (Telf: 2144235),2015-08-25,La Paz,NB-SABS (D.S.0181)
15-0046-00-598314-0-E,Ministerio De Salud,Consultoria,CM,"Contratacion De Consultor Por Producto Para Salas Situacionales Y Educacion Alimentaria Nutricional, Para La Unidad De Alimentacion Y Nutricion",Contratado,False,,2015-10-01,Arturo Villarroel Medrano (Telf: 2484592),2015-09-03,La Paz,NB-SABS (D.S.0181)
15-0046-20-598810-0-E,Seguro Social Universitario - La Paz,Bienes,CM,Adquisicion De Medicamentos E Insumos Medicos 329,Contratado,False,,2015-10-01,Ibis Rosso Duran Rojas (Telf: 2434262),2015-07-15,La Paz,NB-SABS (D.S.0181)
15-0046-20-598872-0-E,Seguro Social Universitario - La Paz,Bienes,CM,Adquisicion De Medicamentos E Insumos Medicos 375,Contratado,False,,2015-10-01,Ibis Rosso Duran Rojas (Telf: 2434262),2015-08-12,La Paz,NB-SABS (D.S.0181)
15-0046-20-598919-0-E,Seguro Social Universitario - La Paz,Bienes,CM,Adquisicion De Medicamentos E Insumos Medicos 387,Contratado,False,,2015-10-01,Ibis Rosso Duran Rojas (Telf: 2434262),2015-08-24,La Paz,NB-SABS (D.S.0181)
15-0046-20-598989-0-E,Seguro Social Universitario - La Paz,Bienes,CM,Adquisicion De Medicamentos E Insumos Medicos 402,Contratado,False,,2015-10-01,Ibis Rosso Duran Rojas (Telf: 2434262),2015-08-26,La Paz,NB-SABS (D.S.0181)
15-0047-01-599171-1-1,Viceministerio De Coca Y Desarrollo Integral,Consultoria,ANPE,Contratación De Servicio De Consultoría Para Empresas Consultoras Determinación Morfológica Y Taxonómica De La Coca En Las Zonas Tradicionales De Cultivo  Yungas De La Paz,Desierto,False,2015-10-07,2015-10-01,Jenny Patricia Avendaño Chipana (Telf: 2416171),2015-10-12,La Paz,NB-SABS (D.S.0181)
15-0047-15-598536-0-E,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Consultoria,CM,Consultoria Para Al Actualizacion De Estudio Tecnico De Tasas Para El Senasag,Contratado,False,,2015-10-01,Ruddy  Anival Arandia Añez (Telf: 3-46281085),2015-05-25,Beni,NB-SABS (D.S.0181)
15-0047-15-599097-0-E,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Servicios Generales,CM,Servicio De Mantenimiento Preventico Y Correctivo De Cromatografo Liquido Agilent Technologies 1260 Del Laboratorio Lidivet,Contratado,False,,2015-10-01,Ruth Mery Corcuy Rua (Telf: 3-46281085),2015-01-02,Beni,NB-SABS (D.S.0181)
15-0047-18-597895-0-E,Institucion Publica Desconcentrada Soberania Alimentaria,Consultoria,CM,"Especialista En Tecnologia Para El Proyecto De Fortalecimiento A La Produccion De Tomate En Los Departamentos De La Paz, Cochabamba, Santa Cruz, Chuquisaca Y Tarija ",Contratado,False,,2015-10-01,Edwin Sandro Burgoa Fernández (Telf: 2914715),2015-06-22,La Paz,NB-SABS (D.S.0181)
15-0047-18-599128-1-1,Institucion Publica Desconcentrada Soberania Alimentaria,Consultoria,ANPE,Contratacion De 4 Tecnicos De Campo Y 1 Transcriptor Para La Ejecucion Del Proyecto Implementacion Del Programa Nacional De Frutas,No Informado,False,2015-10-07,2015-10-01,Edwin Sandro Burgoa Fernández (Telf: 2914715),2015-10-12,La Paz,NB-SABS (D.S.0181)
15-0047-34-598873-0-E,Empresa De Apoyo A La Produccion De Alimentos - Emapa,Bienes,CM,"Adquisición De Semilla De Trigo Para Las Organizaciones Del Departamento De Oruro, Campaña Verano 2015/2016",Contratado,False,,2015-10-01,Celia Gabriela Espinoza Nunez (Telf: 2115500),2015-08-25,La Paz,NB-SABS (D.S.0181)
15-0047-34-598911-0-E,Empresa De Apoyo A La Produccion De Alimentos - Emapa,Bienes,CD,"Gp/Ai/048/15 Adquisición De Semilla De Trigo, Campaña Verano 2015/2016, Departamento De La Paz",Contratado,False,,2015-10-01,Celia Gabriela Espinoza Nunez (Telf: 2115500),2015-09-14,La Paz,NB-SABS (D.S.0181)
15-0047-34-598945-0-E,Empresa De Apoyo A La Produccion De Alimentos - Emapa,Bienes,CD,"Gp/Mc/016/15 Requerimiento De Diesel Para La Producción De Arroz, Campaña Verano 2015/2016, Departamento Del Beni",Contratado,False,,2015-10-01,Celia Gabriela Espinoza Nunez (Telf: 2115500),2015-09-22,La Paz,NB-SABS (D.S.0181)
15-0048-00-594846-0-E,Ministerio De Deportes,Servicios Generales,CM,Servicio De Diseño E Impresion De Agenda Institucional,Contratado,False,,2015-10-01,Ramiro Jaime Aviles Novillo (Telf: 2128746),2015-08-27,La Paz,NB-SABS (D.S.0181)
15-0048-00-598375-1-1,Ministerio De Deportes,Bienes,ANPE,Adquisicion De Uniformes De Representacion Para Deportistas,Desierto,False,2015-10-12,2015-10-01,Jorge Amusquivar Torrico (Telf: 2128746),2015-11-12,La Paz,NB-SABS (D.S.0181)
15-0048-00-599029-0-E,Ministerio De Deportes,Bienes,CM,Adquisicion De Uniformes De Presentacion Para Los Ii Juegos Estudiantiles Plurinacionales De Educacion Especial,Contratado,False,,2015-10-01,Ramiro Jaime Aviles Novillo (Telf: 2128746),2015-09-17,La Paz,NB-SABS (D.S.0181)
15-0052-00-598808-0-E,Ministerio De Culturas Y Turismo,Servicios Generales,CM,Servicio De Fotografo Para Incentivar La Campaña De Promocion Turistica En Mercados Nacionales E Internacionales,Contratado,False,,2015-10-01,Richard Balanza Bustillos (Telf: 2200910),2015-09-10,La Paz,NB-SABS (D.S.0181)
15-0052-00-598819-0-E,Ministerio De Culturas Y Turismo,Servicios Generales,CM,Servicio De Publicidad Televisivo Iv )Feria Amazonica) En El Arco De La Promocion De Destinos Turisticos Nacionales E Internacionales,Contratado,False,,2015-10-01,Richard Balanza Bustillos (Telf: 2200910),2015-09-10,La Paz,NB-SABS (D.S.0181)
15-0052-00-598826-0-E,Ministerio De Culturas Y Turismo,Servicios Generales,CM,Servicio De Publicidad Radial (Feria Amazonica) En El Marco De Promocion De Destinos Turisticos Nacional E Internacional,Contratado,False,,2015-10-01,Richard Balanza Bustillos (Telf: 2200910),2015-09-10,La Paz,NB-SABS (D.S.0181)
15-0052-00-599121-0-E,Ministerio De Culturas Y Turismo,Servicios Generales,CM,Servicio De Publicidad Televisivo Vi (Feria Amazonica) En El Marco De Promocion De Destinos Turisticos Nacional E Internacional,Contratado,False,,2015-10-01,Claudia Lorena Tapia Ticona (Telf: 2200910),2015-09-10,La Paz,NB-SABS (D.S.0181)
