cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
17-0670-04-782656-1-1,Tribunal Electoral Departamental De Cochabamba,Servicios Generales,ANPP,Provisión Servicios De Imprentan(Impresión De Separatas Informativas)n?Elecciones Altas Autoridades Judiciales 2017?,Anulado desde la convocatoria,False,2017-10-12,2017-10-01,Jose Eduardo Torrico Pereira  (Telf: 4430551),,Cochabamba,NB-SABS (D.S.0181)
17-0670-08-782564-1-1,Tribunal Electoral Departamental De Potosi,Servicios Generales,ANPE,Servicio De Impresion De Separata Informativa De Meritos Del Proceso De Eleccion Judicial,Contratado,False,2017-10-11,2017-10-01,Gisela Baldina Ramirez Laime (Telf: 6244800),2017-10-13,Potosi,NB-SABS (D.S.0181)
16-0312-00-782847-0-E,Autoridad De Fiscalización Y Control Social De Bosques Y Tierra ,Servicios Generales,CM,Elaboración De Cartillas De Directrices Alternativas,Contratado,False,,2017-10-02,Carmiña Cespedes Soruco (Telf: 3488331),2016-12-21,Santa Cruz,NB-SABS (D.S.0181)
16-1411-00-769741-0-E,Gobierno Autonomo Municipal De Eucaliptus,Obras,CM,Construcción Batería De Baños Unidad Educativa Amachuma,Contratado,False,,2017-10-02,Jose Luis Choque Colque (Telf: 25136902),2016-11-22,Oruro,NB-SABS (D.S.0181)
16-1411-00-770940-0-E,Gobierno Autonomo Municipal De Eucaliptus,Obras,CM,Refacción Muro Perimetral U. E. Metodista Calama,Contratado,False,,2017-10-02,Jose Luis Choque Colque (Telf: 25136902),2016-11-10,Oruro,NB-SABS (D.S.0181)
16-1411-00-770979-0-E,Gobierno Autonomo Municipal De Eucaliptus,Obras,CM,Construcción Alcantarillado Sanitario Calle Oruro Entre Av. Pando Y Calle 16 De Julio Eucaliptus,Contratado,False,,2017-10-02,Jose Luis Choque Colque (Telf: 25136902),2016-12-19,Oruro,NB-SABS (D.S.0181)
16-1517-00-722523-0-E,Gobierno Autonomo Municipal De Cotagaita,Consultoria,EX,Const. Sistema De Microriego Rancho Mojon,Contratado,False,,2017-10-02,Elam Bautista Ocampo (Telf: 06949155),2016-12-19,Potosi,NB-SABS (D.S.0181)
16-1805-00-782709-0-E,Gobierno Autonomo Municipal De Guayaramerin,Obras,CD,Mantenimiento Correctivo Unidad Educativa 8 De Diciembre,Contratado,False,,2017-10-02,Luis Alberto Ruiz Montero (Telf: 8553628),2016-01-28,Beni,NB-SABS (D.S.0181)
17-0006-00-774135-2-1,Vicepresidencia Del Estado Plurinacional,Consultoria,ANPE,"Consultoria Por Producto De: ""Produccion Audiovisual Para Apoyo En Los Talleres De Capacitacion De La Direccion General De Fortalecimiento Ciudadano (Dgfc)"" (Segunda Convocatoria)",Desierto,False,2017-10-06,2017-10-02,Amira Dominguez Bautista (Telf: 22142802),2017-10-10,La Paz,NB-SABS (D.S.0181)
17-0015-01-782674-0-E,Policia Boliviana,Obras,CM,Refacción Baños  De Policial Organismo Operativo De Orden Y Seguridad  Del Comando Departamental De Policia,Contratado,False,,2017-10-02,Simon Aguirre Vargas (Telf: 2-433211),2017-09-25,La Paz,NB-SABS (D.S.0181)
17-0015-04-780584-0-E,Direccion Nacional De Salud Y Bienestar Social De La Policia Nacional,Bienes,CM,Adquisicion De Un Monitor Multiparametro Para El Hospital Policial Virgen De Copacababa La Paz,Contratado,False,,2017-10-02,Ruth Elvira Bothelo Gonzales (Telf: 2427380),2017-09-15,La Paz,NB-SABS (D.S.0181)
17-0015-05-782920-1-1,Direccion Nacional De Instruccion Y Ensenanza -  Policia Nacional,Bienes,ANPE,"Adquisición De Un Equipo Termociclador, Requerido Por La Divicion De Genética Del Instituto De Investigación Técnico Científica (Iitcup) De La Unipol.",Contratado,False,2017-10-06,2017-10-02,Jose Luis Baldiviezo Mamani (Telf: 2228291),2017-10-10,La Paz,NB-SABS (D.S.0181)
17-0015-05-782935-1-1,Direccion Nacional De Instruccion Y Ensenanza -  Policia Nacional,Bienes,ANPP,Adquisición De 200 Pupitres De Estudio (Bi-Personales) De Madera Y Tablero Aglomerado,Desierto,False,2017-10-12,2017-10-02,Jose Luis Baldiviezo Mamani (Telf: 2228291),2017-10-16,La Paz,NB-SABS (D.S.0181)
17-0016-00-782730-0-E,Ministerio De Educacion,Servicios Generales,CM,"Servicio De Impresión  De Texto, Copiado Y Estampado De Dvds Diplomado En Formacion Para El Desarrollo De La Lengua Oral Y Escrita En El Mescp Modulo 4",Contratado,False,,2017-10-02,Guzman Ticona Chinche (Telf: 2441752-2443865),2017-09-19,La Paz,NB-SABS (D.S.0181)
17-0016-00-782749-0-E,Ministerio De Educacion,Servicios Generales,CM,Servicio De Refrigerio Para Estudiantes Participantes De Los Mosaicos Humanos (Inaguracion Y Clausura) De Los Juegos Vi Juegos Deportivos Estudiantiles Plurinacionales ?Presidente Evo ? Nivel Primaria,Contratado,False,,2017-10-02,Guzman Ticona Chinche (Telf: 2441752-2443865),2017-09-19,La Paz,NB-SABS (D.S.0181)
