cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
10-0514-00-292746-0-E,Empresa Nacional De Electricidad - Ende,Bienes muebles y de consumo,CD,Provisión De Cables De Baja Y Media Tensión Sistema Aroma,Contratado,No,,2011-04-01,Alex Saldias Schnorr (Telf: 4520317-2312865),2011-04-01,Cochabamba,D.S. 29576 (Empresas Estrategicas)
11-0015-00-237337-1-1,Ministerio De Gobierno,Bienes,ANPE,Adquisicion De Equipos De Control Biometrico Para La Unidad De Recursos Humanos,Contratado,No,2011-04-07,2011-04-01,Edwin Efrain Contreras Mamani (Telf: 2440466),2011-05-11,La Paz,NB-SABS (D.S.0181)
11-0015-00-238258-1-1,Ministerio De Gobierno,Bienes,LP,Adquisicion De Radares De Velocidad,Desierto,No,2011-04-26,2011-04-01,Edwin Efrain Contreras Mamani (Telf: 2440466),2011-08-08,La Paz,NB-SABS (D.S.0181)
11-0015-22-238251-1-1,Unidad Ejecutora De Lucha Integral Contra El NarcotrÃ¡fico,Bienes,ANPE,Adquisición De Equipos De Computación Para La Ftc,Contratado,No,2011-04-07,2011-04-01,Juan Marcelo SiÃ±ani Condori (Telf: 2113837 - 2115294),2011-04-11,La Paz,NB-SABS (D.S.0181)
11-0016-00-238145-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un (1) Consultor Individual Por Producto Para La Redaccion De Articulos Para El Suplemento Wiñay Pacha En Lengua Guarani Y Lenguas Del Oriente Y La Amazonia,Contratado,No,2011-04-07,2011-04-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2011-04-08,La Paz,NB-SABS (D.S.0181)
11-0016-00-238294-1-1,Ministerio De Educacion,Consultoria,ANPE,"Contratacion De Un Consultor Por Producto Para La Redaccion De Articulos Para El Suplemento \\\""Wiñay Pacha\\\"" En Lengua Aymara Y Uru Chipaya",Contratado,No,2011-04-07,2011-04-01,Bernardo Santos Carrillo (Telf: 2441752-2443865),2011-04-08,La Paz,NB-SABS (D.S.0181)
11-0016-00-238300-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea-  Experto De La Ocupación Carpintero/A Para El Spcc,Contratado,No,2011-04-07,2011-04-01,Janett Conzuelo PeÃ±arrieta PeÃ±arrieta (Telf: 2441752-2443865),2011-04-08,La Paz,NB-SABS (D.S.0181)
11-0016-00-238303-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea-  Experto De La Ocupación Constructor/A Civil (Albañil) Para El Spcc,Contratado,No,2011-04-07,2011-04-01,Janett Conzuelo PeÃ±arrieta PeÃ±arrieta (Telf: 2441752-2443865),2011-04-08,La Paz,NB-SABS (D.S.0181)
11-0016-00-238315-1-1,Ministerio De Educacion,Consultoria,ANPE,Contratacion De Un Consultor De Linea-  Experto De La Ocupación Gráfico Para El Spcc,Contratado,No,2011-04-07,2011-04-01,Janett Conzuelo PeÃ±arrieta PeÃ±arrieta (Telf: 2441752-2443865),2011-04-08,La Paz,NB-SABS (D.S.0181)
11-0035-00-227933-3-1,Ministerio De Economia Y Finanzas Publicas ,Consultoria,ANPE,"Consultor Individual De Línea Encargado De Auditoría Especial Al Pago Del Bono Económico A Favor De Derechohabientes Del Sector Magisterio, Por Las Gestiones 1990 Al 2010",Cancelado,No,2011-04-07,2011-04-01,Mabel Rosario Lara Luna (Telf: 2203434),2011-04-13,La Paz,NB-SABS (D.S.0181)
11-0035-00-227939-3-1,Ministerio De Economia Y Finanzas Publicas ,Consultoria,ANPE,"Consultor Individual De Línea Encargado De Auditoría Especial Sobre El Pago De Desahucio Al Personal De La Ex Superintendencia De Pensiones Valores Y Seguros, Por La Gestión 2002 Adelante",Contratado,No,2011-04-07,2011-04-01,Mabel Rosario Lara Luna (Telf: 2203434),2011-04-13,La Paz,NB-SABS (D.S.0181)
11-0035-00-231065-2-1,Ministerio De Economia Y Finanzas Publicas ,Servicios Generales,ANPP,Conexión De Enlaces De Fibra Óptica Dgsgif - Vpcf,Desierto,No,2011-04-13,2011-04-01,Danitza Lia Mamani Martinez (Telf: 2203434),2011-05-20,La Paz,NB-SABS (D.S.0181)
