cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
14-0010-00-509548-0-E,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,Servicio De Imprenta De La Memoria De La Primera Jornada De Socializacion Bolivia Eje De La Integracion Andina E Impulsor De La Integracion Latinoamericana,Contratado,False,,2014-10-01,Marcia Paola Guzman Castro (Telf: 2113175 int. 4120),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0010-00-510732-0-E,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,"Servicio De Imprenta Para La Unidad Integracion Regional, Alba - Tcp",Contratado,False,,2014-10-01,Marcia Paola Guzman Castro (Telf: 2113175 int. 4120),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0015-22-490854-4-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Bienes,ANPE,Adquisición De Parabrisas Para Vehículos Asignados A La Fuerza Especial De Lucha Contra El Narcotráfico A Nivel Nacional (Cuarta Convocatoria),Cancelado,False,2014-10-07,2014-10-01,Freddy Oscar Cutili Chuquimia (Telf: 2113837 - 2115294),,La Paz,NB-SABS (D.S.0181)
14-0016-00-507207-1-1,Ministerio De Educacion,Obras,ANPE,"Mantenimiento, Mejoramiento Y Equipamiento De La Plataforma De Atencion De Trámites Del Ministerio De Educacion",Contratado,False,2014-10-08,2014-10-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2014-10-10,La Paz,NB-SABS (D.S.0181)
14-0016-00-507237-1-1,Ministerio De Educacion,Bienes,ANPE,Adquisición De Pupitres De Estructura Metálica Y Camillas De Examen Médico,Desierto,False,2014-10-07,2014-10-01,Rurik Sergio Blanco Iriarte (Telf: 2441752-2443865),2014-10-13,La Paz,NB-SABS (D.S.0181)
14-0016-00-507270-1-1,Ministerio De Educacion,Bienes,ANPP,"Adquisición De Casetas Para Duchas, Para Uso De Los Participantes De Los V Juegos Deportivos Estudiantiles Plurinacionales Presidente Evo  Nivel Educación Secundaria Comunitaria Productiva",Contratado,False,2014-10-13,2014-10-01,Hernan Eddy Marconi Marcani (Telf: 2441752-2443865),2014-10-14,La Paz,NB-SABS (D.S.0181)
14-0020-09-502692-1-1,Escuela Militar De Ingenieria - Emi,Bienes,LP,Compra De Libros Para La Biblioteca De La Unidad Académica Cochabamba,Contratado,False,2014-10-22,2014-10-01,Wendy Rosario Rodriguez Chavez (Telf: 2431641),2014-10-24,La Paz,NB-SABS (D.S.0181)
14-0020-09-507093-0-E,Escuela Militar De Ingenieria - Emi,Bienes muebles y de consumo,CM,Adquisicion De Veinte Telefonos Analogicos Y Materiales Para El Cableado Externo De Alto Irpavi,Contratado,False,,2014-10-01,Hernan Huallpa Villca (Telf: 2431641),2014-10-02,La Paz,NB-SABS (D.S.0181)
14-0020-09-507105-0-E,Escuela Militar De Ingenieria - Emi,Obras,CM,Mantenimiento De Las Aulas De La Planta Baja (Sub Suelo) Playon De Irpavi,Contratado,False,,2014-10-01,Hernan Huallpa Villca (Telf: 2431641),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0020-09-507107-0-E,Escuela Militar De Ingenieria - Emi,Servicios Generales,CM,"Servicio De Telecomunicacion Y Transimision De Datos Vpn, Playon De Irpavi Y Alto Irpavi",Contratado,False,,2014-10-01,Hernan Huallpa Villca (Telf: 2431641),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0020-21-507177-1-1,Armada Boliviana,Bienes,ANPE,Adquisicion De Un  Motor  Generador,Desierto,False,2014-10-07,2014-10-01,Jaime Joaquin Ticona Quispe (Telf: 2751712),2014-10-15,La Paz,NB-SABS (D.S.0181)
14-0035-01-507122-1-1,Servicio De Impuestos Nacionales,Bienes,ANPE,Renovacion De Soporte De 31 Licencias Toad For Oracle,Contratado,False,2014-10-07,2014-10-01,Jose Miguel Quicaña Cespedes (Telf: 2203737 - 2202494),2014-10-13,La Paz,NB-SABS (D.S.0181)
14-0035-01-507127-1-1,Servicio De Impuestos Nacionales,Bienes,ANPE,Adquisicion De Accesorios E Insumos Para El Mantenimiento Correctivo De La Infraestructura Tecnologica Del Sin,Contratado,False,2014-10-07,2014-10-01,Jose Miguel Quicaña Cespedes (Telf: 2203737 - 2202494),2014-10-14,La Paz,NB-SABS (D.S.0181)
14-0035-01-511996-0-E,Servicio De Impuestos Nacionales,Consultoria,CM,Contratacion De Dos (2) Consultores De Linea Tecnicos Para El Proyecto Apoyo A Plataforma De Atencion Al Contribuyente Depto. De Recaudacion Y Empadronamiento De La Gerencia Distrital La Paz Ii,Contratado,False,,2014-10-01,Yonara Rivero Barrientos (Telf: 2203737 - 2202494),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0035-01-513776-0-E,Servicio De Impuestos Nacionales,Consultoria,CM,Contratacion De Dos (2) Consultores Individuales De Linea Proyecto Regularizacion Omisos A La Presentacion De Dd.Jj. Gerencia Distrital El Alto - Servicio De Impuestos Nacionales,Contratado,False,,2014-10-01,Omar Eduardo Jara Rodriguez (Telf: 2203737 - 2202494),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0046-00-513837-0-E,Ministerio De Salud,Servicios Generales,CD,"Difusion De Publicidad Trasplante De Riñon Gratuito, Para La Unidad De Comunicacion",Contratado,False,,2014-10-01,Marlene Castellon Sillerico (Telf: 2484592),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0046-00-535764-0-E,Ministerio De Salud,Servicios Generales,CD,"Difusion De Publicidad, Programa A Mi Salud, Para La Unidad De Comunicacion",Contratado,False,,2014-10-01,Marlene Castellon Sillerico (Telf: 2484592),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0046-00-535963-0-E,Ministerio De Salud,Servicios Generales,CM,Impresión De Cartilla Para Adolescente (Fortalessa/Ms),Contratado,False,,2014-10-01,Raul Fernando Iturri Lopez (Telf: 2484592),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0047-00-542491-0-E,Ministerio De Desarrollo Rural Y Tierras,Bienes muebles y de consumo,EM,"Adquisición De Heramientas Menores Para Los Municipios De Baures, Puerto Siles Y Huacarjes Del Departamento De Beni",Contratado,False,,2014-10-01,Martha Maruja Flores  Huchani (Telf: 2141750),2014-10-01,La Paz,Otra Normativa especifica
14-0047-01-507285-1-1,Viceministerio De Coca Y Desarrollo Integral,Bienes,ANPP,Adquisicion De Equipos De Georeferenciacion Y Brujulas Para Udestro Y Udesy,Contratado,False,2014-10-13,2014-10-01,Esther Carina  Maydana Mamani (Telf: 2416171),2014-10-16,La Paz,NB-SABS (D.S.0181)
14-0047-15-507114-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Obras,ANPE,Proyecto Construcciòn  Enmallado Perimetral Chimore,Contratado,False,2014-10-08,2014-10-01,Carlos Eduardo Bell Veramende (Telf: 3-46281085),2014-10-09,Beni,NB-SABS (D.S.0181)
14-0047-34-452612-0-E,Empresa De Apoyo A La Produccion De Alimentos - Emapa,Servicios Generales,CD,Proceso Uayp/Cd/009/14 Servicio De Provisión De Diesel Y Gasolina Para Cochabamba  Gestión 2014,Contratado,False,,2014-10-01,Deydra Fernanda Maldonado Chavez (Telf: 2433878),2013-10-01,La Paz,NB-SABS (D.S.0181)
14-0052-00-509507-0-E,Ministerio De Culturas ,Servicios Generales,CM,Contratacion De Servicio De Protocolo Para La Fexpo Pando En El Marco De La Promocion Turistica Cultural Boliviano,Contratado,False,,2014-10-01,Santos Adrian Leon Saenz (Telf: 2200910),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0052-00-509523-0-E,Ministerio De Culturas ,Servicios Generales,CM,Contratación De Servicio De Armado Y Decorado De Stand Para La Fexpo Pando En  El Marco De La Promocion Turistica Cultural Boliviano ,Contratado,False,,2014-10-01,Santos Adrian Leon Saenz (Telf: 2200910),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0052-00-514346-0-E,Ministerio De Culturas ,Bienes inmuebles,CM,"Adquisicion De 3 Equipos Aire Acondicionado Para Ser Usados En La Casa De La Interculturalidad Cobija - Pando, A Fin De Conservar El Buen Estado De Obras Presentadas En Exposiciones ",Contratado,False,,2014-10-01,Deicy Chavez Quispe (Telf: 2200910),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0078-00-507112-1-1,Ministerio De Hidrocarburos Y Energia,Obras,OF,Construcción Electrificacion Calacoto Fase Ii En El Departamento De La Paz,Desierto,False,2014-11-04,2014-10-01,Jorge Alejandro Elias Gonzalez (Telf: 2374050),2014-11-13,La Paz,Normativa del Financiador (BID)
14-0078-00-507158-1-1,Ministerio De Hidrocarburos Y Energia,Obras,OF,Construccion Electrificacion Comanche Fase Iii En El Departamento De La Paz,Desierto,False,2014-11-04,2014-10-01,Jorge Alejandro Elias Gonzalez (Telf: 2374050),2014-11-13,La Paz,Normativa del Financiador (BID)
14-0081-00-512823-0-E,"Ministerio De Obras Publicas , Servicios Y Vivienda",Bienes muebles y de consumo,CM,Adquisicion De Equipos De Computacion De Linea Empresarial,Contratado,False,,2014-10-01,Jose Luis Jemio Bacarreza (Telf: 2119999),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0086-00-509820-0-E,Ministerio De Medio Ambiente Y Agua ,Consultoria,CM,Consultor Profesional Ix: Capacitador De Sistemas - Sistema De Informacion De Agua Y Medio Ambiente (Siam),Contratado,False,,2014-10-01,Andrea Karim Velarde Villegas (Telf: 2115571),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0086-00-510612-0-E,Ministerio De Medio Ambiente Y Agua ,Consultoria,CM,"Consultor Profesional Vi Para Evaluacion, Seguimiento Y Monitoreo De Proyectos Y Programas De Agua Potable Y Saneamiento",Contratado,False,,2014-10-01,Andrea Karim Velarde Villegas (Telf: 2115571),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-507111-1-1,Ministerio De Comunicación,Bienes,ANPE,Adquisicion De Material De Escritorio,Desierto,False,2014-10-07,2014-10-01,Diego Alberto Perez Lopez (Telf: 2200402),2014-10-08,La Paz,NB-SABS (D.S.0181)
14-0087-00-510891-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-510901-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511313-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511315-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511320-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511323-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511327-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511337-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511343-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511346-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511347-0-E,Ministerio De Comunicación,Servicios Generales,CD,Logros De Gestion - Programa De Empleo Digno Ii,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511360-0-E,Ministerio De Comunicación,Servicios Generales,CD,Crecimiento Educativo - Economico ,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511362-0-E,Ministerio De Comunicación,Servicios Generales,CD,Crecimiento Educativo - Economico ,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511365-0-E,Ministerio De Comunicación,Servicios Generales,CD,Crecimiento Educativo - Economico ,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511367-0-E,Ministerio De Comunicación,Servicios Generales,CD,Crecimiento Educativo - Economico ,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511369-0-E,Ministerio De Comunicación,Servicios Generales,CD,Crecimiento Educativo - Economico ,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511374-0-E,Ministerio De Comunicación,Servicios Generales,CD,Crecimiento Educativo - Economico ,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
14-0087-00-511425-0-E,Ministerio De Comunicación,Servicios Generales,CD,Crecimiento Educativo - Economico ,Contratado,False,,2014-10-01,Lilian Margot Reyes Tarifa (Telf: 2200402),2014-10-01,La Paz,NB-SABS (D.S.0181)
