cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
20-3701-00-1166366-0-E,Gaioc De Charagua Iyambae,Bienes,CM,Compra De Insumos De Enfermeria Para Los Establecimientos De Salud De Las 6 Zonas Del Gaioc De Charagua Iyambae De La Ley 1152 Gestion 2020,Contratado,False,,2021-10-01,Jose Domingo Pedraza Alcantara (Telf: 39542072),2020-09-17,Santa Cruz,NB-SABS (D.S.0181)
21-0010-00-1166071-1-1,Ministerio De Relaciones Exteriores ,Bienes,CM,"Adquisición De Materiales, Herramientas E Insumos Para La Unidad De Sistemas Informáticos Del Ministerio De Relaciones Exteriores",Vigente,False,2021-10-06,2021-10-01,Jose Luis Valdivia Favian (Telf: 2113175 int. 4120),,La Paz,NB-SABS (D.S.0181)
21-0010-00-1166436-1-1,Ministerio De Relaciones Exteriores ,Servicios Generales,CM,"Servicio De Alquiler Sistema De Sonido, Escenario E Iluminación, Para El Ministerio De Relaciones Exteriores",Vigente,False,2021-10-06,2021-10-01,Jose Luis Valdivia Favian (Telf: 2113175 int. 4120),,La Paz,NB-SABS (D.S.0181)
21-0015-00-1166413-1-1,Ministerio De Gobierno,Servicios Generales,CM,Servicio De Videomapping Para El Stand Del Ministerio De Gobierno En La Fipaz 2021,Vigente,False,2021-10-06,2021-10-01,Gonzalo Abel Antequera Leon (Telf: 2440466),,La Paz,NB-SABS (D.S.0181)
21-0015-15-1152338-2-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Bienes,ANPE,"Adquisicion De Uniforme Tactico Verde Olivo Y Chamarra Impermeable Tactico Verde Olivo Para El Personal Del Componente Policial Ftc Dependiente Del Ceo. ""Tte. Gironda"" Dotacion Primer Semestre Gestion 2021",Vigente,True,2021-10-08,2021-10-01,Paola Milenka Pérez Murillo (Telf: 2211337),,La Paz,NB-SABS (D.S.0181)
21-0015-15-1166222-1-1,"Direccion De Apoyo A La Prevencion Del Consumo De Drogas, Control De Trafico Ilicito De Sustancias Controladas Y Coca Excedentaria - Diprevcon",Bienes,CM,Adquisicion De Toners Para La Diprevcon,Vigente,False,2021-10-06,2021-10-01,Juan  Carlos Canaviri Mamani (Telf: 2211337),,La Paz,NB-SABS (D.S.0181)
21-0020-00-1128298-5-3,Ministerio De Defensa ,Bienes,ANPP,"Equipos De Computacion De Escritorio (Fijo), Computadoras Portatiles (Laptops), Impresoras Alto Trafico (Multifuncion), Impresoras Multifuncion Y Fotocopiadora De Alto Trafico, Para El Ministerio De Defensa",Vigente,True,2021-10-14,2021-10-01,Antonio Magne Vargas (Telf: 2432525  int 4209),,La Paz,NB-SABS (D.S.0181)
21-0020-00-1144200-1-2,Ministerio De Defensa ,Bienes,LP,Adquisición De Carpas De 8 Personas Para La Atención De Ayuda Humanitaria,Vigente,True,2021-10-25,2021-10-01,Antonio Magne Vargas (Telf: 2432525  int 4209),,La Paz,NB-SABS (D.S.0181)
21-0020-00-1165554-1-1,Ministerio De Defensa ,Bienes,ANPP,"Adquisicion De Equipos De Video Conferencia, De Computacion Y Comunicacion Para El Monitoreo De Incendios Forestales Para El Viceministerio De Defensa Civil",Vigente,True,2021-10-14,2021-10-01,Litzie Lizeth Choque Soto (Telf: 2432525  int 4209),,La Paz,NB-SABS (D.S.0181)
21-0020-00-1165793-1-1,Ministerio De Defensa ,Bienes,LP,Adquisicion De Botas De Combate Para El Personal De Tropa Del 2do. Escalon Categoria 2021 De Las Fuerzas Armadas,Vigente,False,2021-10-25,2021-10-01,Antonio Magne Vargas (Telf: 2432525  int 4209),,La Paz,NB-SABS (D.S.0181)
