cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
07-0417-00-72485-3-1,Caja Nacional De Salud - Cns,Obras,LP,Readecuacion Funcional Hospital Obrero N? 4 - Laboratorio Y Cubierta Regional Oruro,Contratado,No,2008-10-27,2008-10-01,Juan Carlos Castro Jimenez (Telf: 2333496 - 2311630),2008-12-11,La Paz,NB-SABS (29190)
08-0006-00-113239-1-1,Vicepresidencia De La Republica,Servicios Generales,ANPE,Servicio De Hoteleria,Contratado,No,2008-10-08,2008-10-01,Jesus Rolando Duran Pacsi (Telf: 2201044),2008-10-08,La Paz,NB-SABS (29190)
08-0016-00-113334-1-1,Ministerio De Educacion,Consultoria,ANPE,Capacitadores En Artes Escenicas Para El Desarrollo De La Educacion Audiovisual,Desierto,No,2008-10-09,2008-10-01,Emilio Paco Felipez (Telf: 2441752-2443865),2008-11-11,La Paz,NB-SABS (29190)
08-0016-00-113339-1-1,Ministerio De Educacion,Bienes muebles y de consumo,ANPE,"Adquisicion De Sillones Giratorios, Para Unidades Del Ministerio De Educacion Y Culturas",Contratado,No,2008-10-08,2008-10-01,Marizel Isnado Chavez (Telf: 2441752-2443865),2008-10-13,La Paz,NB-SABS (29190)
08-0016-00-113346-1-1,Ministerio De Educacion,Bienes muebles y de consumo,ANPP,Adquisicion De Software Para Desarrollo De Sistema De Informacion Geografica Y Software Para Sistema Operativo,Contratado,No,2008-10-15,2008-10-01,Rurik Sergio Blanco Iriarte (Telf: 2441752-2443865),2008-10-20,La Paz,NB-SABS (29190)
08-0016-00-113369-1-1,Ministerio De Educacion,Consultoria,ANPE,Consultores Individuales\nCapacitadores En Medios Audiovisuales,Contratado,No,2008-10-09,2008-10-01,Samuel Yave Miranda (Telf: 2441752-2443865),2008-10-24,La Paz,NB-SABS (29190)
08-0025-00-113232-1-1,Ministerio De Planificacion Del Desarrollo,Consultoria,ANPE,Consultor Individual De Linea Asesor En Historia De La Amazonia,Sin documentacion de cierre,No,2008-10-07,2008-10-01,Lenny Fanny Heredia MuÃ±oz (Telf: 2116000),,La Paz,NB-SABS (29190)
08-0025-00-113233-1-1,Ministerio De Planificacion Del Desarrollo,Consultoria,ANPE,Consultor Individual De Linea Mensajero(A),Sin documentacion de cierre,No,2008-10-07,2008-10-01,Lenny Fanny Heredia MuÃ±oz (Telf: 2116000),,La Paz,NB-SABS (29190)
08-0025-00-113350-1-1,Ministerio De La Presidencia,Consultoria,ANPE,Consultor Secretaria Ejecutiva R.P. Sucre,Contratado,No,2008-10-07,2008-10-01,Marcelo Alejandro Meneses Camacho (Telf: 2153645),2008-10-09,La Paz,NB-SABS (29190)
08-0025-06-113377-1-1,Direccion Nacional De Comunicacion Social - Ministerio De La Presidencia,Servicios Generales,ANPE,"Dar A Conocer El Bono ""Juancito Pinto"", El Cual Será Pagado Por  Tercer Año Consecutivo Y Este 2008 Fue Ampliado Hasta El Octavo De Primaria Para Beneficiar A Más De 1.8 Millones De Estudiantes, Para Tal Efecto Se Requiere La Contratación De Amplificación Y Mobiliario, Los Cuales Irán A Contribuir La Entrega De Esta Gestión De Gobierno.",Anulado desde la convocatoria,No,2008-10-08,2008-10-01,Fernando Perez Buezo (Telf: 2200402),,La Paz,NB-SABS (29190)
