cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
15-0035-01-607131-0-E,Servicio De Impuestos Nacionales,Consultoria,CM,Consultores De Línea Cinco Para El Proyecto Diferencia A Favor Del Fisco Por Pagos En Defecto De La Gerencia Distrital La Paz I,Contratado,False,,2015-11-01,José Luis Baptista Diaz (Telf: 2203737 - 2202494),2015-10-14,La Paz,NB-SABS (D.S.0181)
15-0035-01-607132-0-E,Servicio De Impuestos Nacionales,Consultoria,CM,Consultores De Linea Para El Proyecto Controladores De Obligaciones 2015 Ampliacion De La Gerencia Distrital La Paz I -03,Contratado,False,,2015-11-01,José Luis Baptista Diaz (Telf: 2203737 - 2202494),2015-10-14,La Paz,NB-SABS (D.S.0181)
15-1539-00-603357-2-1,Gobierno Municipal De Ckochas,Consultoria,ANPE,Implementacion De Centros De Produccion De Bioinsumos,Contratado,False,2015-11-09,2015-11-01,   (Telf: 67900181-67900180),2015-12-01,Potosi,NB-SABS (D.S.0181)
15-1609-00-607078-1-1,Gobierno Autonomo Municipal De San Lorenzo -  Tarija,Obras,LP,Construcción Asfaltado Camino Cr.Rl.D603-Corana Sud,Contratado,False,2015-12-04,2015-11-01,   (Telf: 6641018),2015-12-10,Tarija,NB-SABS (D.S.0181)
15-0513-00-603472-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Bienes,OF,Adquisicion De Medicamentos Para El Dcsc,Contratado,False,,2015-11-02,Fernando Alonso Hurtado Aguilar (Telf: 2358802),2015-09-25,La Paz,Otra Normativa especifica
15-0513-00-603633-0-E,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,OF,Servicio De Transporte De Personal Operativo De Planta Palmasola (Cuarto Trimestre Gestion 2015,Contratado,False,,2015-11-02,Fernando Alonso Hurtado Aguilar (Telf: 2358802),2015-09-25,La Paz,Otra Normativa especifica
15-1501-00-607135-1-1,Gobierno Autonomo Municipal De Potosi,Obras,ANPP,Construccion Complejo Deportivo Las Delicias (Obras Complementarias),Contratado,False,2015-11-13,2015-11-02,   (Telf: 6223140),2015-12-02,Potosi,NB-SABS (D.S.0181)
15-1501-00-607139-1-1,Gobierno Autonomo Municipal De Potosi,Bienes,ANPP,Vehiculo Liviano Para Funciones Administrativas - Fortalecimiento Y Equipamiento Parque Automotor Emap,Desierto,False,2015-11-13,2015-11-02,   (Telf: 6223140),2015-11-24,Potosi,NB-SABS (D.S.0181)
15-1538-00-607137-1-1,Gobierno Autonomo Municipal De San Agustin,Bienes,ANPE,Adquisicion De Equipos De Computacion Y Otros Gestion De Educacion,No Informado,False,2015-11-09,2015-11-02,   (Telf: 01026132563),,Potosi,NB-SABS (D.S.0181)
13-1205-00-607152-0-E,Gobierno Autonomo Municipal De El Alto,Obras,CD,"Const. De 4 Aulas Unidad Educativa Juan Capriles, Localizacion: Distrital D-1",Contratado,False,,2015-11-03,Miguel Mejia Ali (Telf: 2829272 - 2829414),2013-10-31,La Paz,NB-SABS (D.S.0181)
13-1205-00-607157-0-E,Gobierno Autonomo Municipal De El Alto,Obras,CD,"Const. De 4 Aulas Unidad Educativa Natividad, Localizacion: Distrital D-3",Contratado,False,,2015-11-03,Miguel Mejia Ali (Telf: 2829272 - 2829414),2013-08-16,La Paz,NB-SABS (D.S.0181)
13-1205-00-607161-0-E,Gobierno Autonomo Municipal De El Alto,Obras,CD,"Const. De 4 Aulas Unidad Educativa Ecologico Baden Powell, Localizacion: Distrital D-8",Contratado,False,,2015-11-03,Miguel Mejia Ali (Telf: 2829272 - 2829414),2013-11-04,La Paz,NB-SABS (D.S.0181)
