cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
13-1426-00-672227-0-E,Gobierno Autonomo Municipal De Salinas De G. Mendoza,Obras,EX,Construccion Centro Turistico Ayllu Thunupa ,Contratado,False,,2016-08-01,Bladimir Paca Choque (Telf: 72302501),2013-05-15,Oruro,NB-SABS (D.S.0181)
15-0025-19-672268-0-E,Unidad De Proyectos Especiales - Upre - Ministerio De La Presidencia,Obras,CD,Construccion Unidad Educativa Juan Jose Torrez Gonzales,Contratado,False,,2016-08-01,Karina Zulma Paton Gonzales De Sanguesa (Telf: 2146146),2015-11-20,La Paz,D.S. 2511 Programa Bolivia Cambia
15-1206-00-672208-0-E,Gobierno Autonomo Municipal De Viacha,Obras,EX,"Construcción Colegio Técnico Industrial, Distrito 1 Y 2",Contratado,False,,2016-08-01,Felipe Jose Sirpa Ramos (Telf: 2800006),2015-11-27,La Paz,NB-SABS (D.S.0181)
15-1604-00-637959-0-E,Gobierno Autonomo Municipal De Yacuiba,Obras,CM,Mantenimiento Y Mejoramiento Infraestructura Policial ,Contratado,False,,2016-08-01,Marvin Contreras Gonzales (Telf: 6822021 / 6822206),2015-11-23,Tarija,NB-SABS (D.S.0181)
15-1604-00-672026-0-E,Gobierno Autonomo Municipal De Yacuiba,Obras,CM,Refaccion Unidad Educativa Crevaux-Pintado,Contratado,False,,2016-08-01,Marvin Contreras Gonzales (Telf: 6822021 / 6822206),2015-12-14,Tarija,NB-SABS (D.S.0181)
15-1604-00-672115-0-E,Gobierno Autonomo Municipal De Yacuiba,Obras,CM,Mejoramiento Del Honorable Consejo Municipal Patio,Contratado,False,,2016-08-01,Marvin Contreras Gonzales (Telf: 6822021 / 6822206),2015-12-09,Tarija,NB-SABS (D.S.0181)
15-1604-00-672130-0-E,Gobierno Autonomo Municipal De Yacuiba,Obras,CM,Mantenimiento Del Camino Con Un Baden Comunidad De Tierras Nuevas-Mantenimiento Y Mejoramiento Caminos Vecinales,Contratado,False,,2016-08-01,Marvin Contreras Gonzales (Telf: 6822021 / 6822206),2015-11-23,Tarija,NB-SABS (D.S.0181)
15-1604-00-672236-0-E,Gobierno Autonomo Municipal De Yacuiba,Obras,CM,Mejoramiento Sistema Agua Potable Unidad Educativa Simon Bolivar,Contratado,False,,2016-08-01,Marvin Contreras Gonzales (Telf: 6822021 / 6822206),2015-11-23,Tarija,NB-SABS (D.S.0181)
15-1604-00-672297-0-E,Gobierno Autonomo Municipal De Yacuiba,Obras,CM,Mejoramiento Y Refaccion Sistema De Aapp Comunidad Cañitas Y Chaco La Vertiente,Contratado,False,,2016-08-01,Marvin Contreras Gonzales (Telf: 6822021 / 6822206),2015-12-11,Tarija,NB-SABS (D.S.0181)
15-1702-00-672065-0-E,Gobierno Autonomo Municipal De Cotoca,Consultoria,CM,Supervision Construccion 3era Fase Modulo Educativo San Antonio ,Contratado,False,,2016-08-01,Vivian Ximena Pizarro Roca (Telf: 3882547),2015-07-13,Santa Cruz,NB-SABS (D.S.0181)
16-0016-00-672157-1-1,Ministerio De Educacion,Bienes,ANPP,"Adquisición De Sillas, Mesas Y Escritorios Para Las 27 Escuelas Superiores De Formación De Maestros",Contratado,False,2016-08-11,2016-08-01,Alfonso Serafin Fernandez Flores (Telf: 2441752-2443865),2016-08-17,La Paz,NB-SABS (D.S.0181)
