cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,subasta,fecha_presentacion,fecha_publicacion,persona_contacto,fecha_adjudicacion_desierta,departamento,normativa
18-1412-00-1090658-0-E,Gobierno Autonomo Municipal De Santiago De Huari,Bienes,CM,"Compra De Javalinas, Disco Y Balas De Lanzamiento",Contratado,False,,2020-12-01,Helver Villca Lucana (Telf: 67247734),2020-05-08,Oruro,NB-SABS (D.S.0181)
18-1426-00-1090595-0-E,Gobierno Autonomo Municipal De Salinas De G. Mendoza,Consultoria,CM,"Estudio De Diseño Tecnico De Pre Inversion (Ampliacion S.A.P. Pampa Huta - Salquiri, Construccion S.A.P. Lirima, Construccion S.A.P. Vicuyo)",Contratado,False,,2020-12-01,Bladimir Paca Choque (Telf: 73840040-71843367),2018-11-08,Oruro,NB-SABS (D.S.0181)
19-0906-12-1090453-0-E,Servicio Departamental De Caminos Tarija - Sedeca,Bienes,CD,"""Adquisición De 10.000 Litros De Diesel Oil Con Precintos De Seguridad Mas Reposición De Formulario Según (Pedido Nª 239) Para Uso En Equipo Pesado Del Proyecto Construccion Del Asfaltado Tramo Bermejo San Antonio""",Contratado,False,,2020-12-01,Yenny Isabel Del Castillo Gonzales (Telf: 6642063/6642064/6642066),2019-11-21,Tarija,NB-SABS (D.S.0181)
19-0906-12-1090478-0-E,Servicio Departamental De Caminos Tarija - Sedeca,Bienes,CD,"""Adquisicion De 10.000 Litros De Diesel Oil Con Precintos De Seguridad Mas Reposicion De Formulario Segun (Pedido Nª 240) Para Uso En Equipo Pesado Del Proyecto Construccion Del Asfaltado Tramo Bermejo San Antonio""",Contratado,False,,2020-12-01,Yenny Isabel Del Castillo Gonzales (Telf: 6642063/6642064/6642066),2019-11-21,Tarija,NB-SABS (D.S.0181)
19-0906-12-1090579-0-E,Servicio Departamental De Caminos Tarija - Sedeca,Bienes,CD,"""Adquisicion De 10.000 Litros De Diesel Oil Con Precientos De Seguridad Mas Reposicion De Formulario Segun (Pedido Nª 237) Para Uso En Equipo Pesado Del Proyecto Construccion Del Asfaltado Tramo Bermejo San Antonio",Contratado,False,,2020-12-01,Yenny Isabel Del Castillo Gonzales (Telf: 6642063/6642064/6642066),2019-11-21,Tarija,NB-SABS (D.S.0181)
19-1734-00-1090362-0-E,Gobierno Autonomo Municipal De Montero,Consultoria,CM,Contratacion De Un Consultor Individual De Linea: Un (A) Auxiliar De Farmacia T/C Para El Programa Mi Salud Del Centro Municipal De Salud San Martin De Porres (Para La Gestion 2019),Contratado,False,,2020-12-01,Luis Miguel Arancibia Salvatierra (Telf: 9220022 -),2019-12-31,Santa Cruz,NB-SABS (D.S.0181)
20-0006-00-1090196-1-1,Vicepresidencia Del Estado Plurinacional,Servicios Generales,ANPP,Servicio De Mantenimiento Y Reparación De Vehículos - Gestión 2021,Contratado,False,2020-12-14,2020-12-01,Richard Jesus Cruz Gomez (Telf: 22142802),2020-12-17,La Paz,NB-SABS (D.S.0181)
20-0015-00-1090420-1-1,Ministerio De Gobierno,Servicios Generales,CM,Servicio De Limpieza Para Las Direcciones De Migración Y Recaudaciones En La Ciudad De Tarija,No Informado,False,2020-12-03,2020-12-01,Lorena Sologuren Blanco (Telf: 2440466),,La Paz,NB-SABS (D.S.0181)
20-0015-22-1080333-1-2,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Servicios Generales,LP,Servicio De Alimentacion Para La Ftc Chapare Dependiente Del Ceo Tte Gironda Proceso Recurrente Gestion 2021,Anulado desde la convocatoria,False,2020-12-22,2020-12-01,Viviana Milenka Sinani Guzman (Telf: 2113837 - 2115294),,La Paz,NB-SABS (D.S.0181)
20-0015-22-1090499-1-1,Unidad Ejecutora De Lucha Integral Contra El Narcotráfico,Servicios Generales,ANPE,Servicio Recurrente De Alquiler De Parqueo Para La Jefatura Nacional Del Gioe - Gestion 2021,Anulado desde la convocatoria,False,2020-12-08,2020-12-01,Evelin Chavez De Jove (Telf: 2113837 - 2115294),,La Paz,NB-SABS (D.S.0181)
20-0016-10-1090569-0-E,Programa Nacional De Post Alfabetización - Pnp,Servicios Generales,CM,Serviciode Contratacion De Una Agencia De Viajes Para La Provision De Pasajes Aereos Para El Pnp,Contratado,False,,2020-12-01,Jheisson Valdez Fernandez (Telf: 2912414),2020-10-22,La Paz,NB-SABS (D.S.0181)
20-0016-10-1090603-0-E,Programa Nacional De Post Alfabetización - Pnp,Servicios Generales,CM,Contratacion De Servicio De Transporte Para El Programa De Post Alfabetizacion,Contratado,False,,2020-12-01,Jheisson Valdez Fernandez (Telf: 2912414),2020-10-27,La Paz,NB-SABS (D.S.0181)
20-0020-00-1088527-1-1,Ministerio De Defensa ,Servicios Generales,LP,Servicio De Transporte De  Articulos Clase I Y Clase Ii (Recurrente 2021),Desierto,False,2020-12-22,2020-12-01,Miriam Narda Tapia Zapata (Telf: 2432525  int 4209),2020-12-29,La Paz,NB-SABS (D.S.0181)
